epoch,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc,train_loss,train_accuracy,test_loss
1,0.005,0.47,0.235,0.13,0.025,0.03,0.005,0.11,0.05,7.269556380808353,0.0005950927734375,0.0
2,0.02,0.705,0.45,0.255,0.11,0.08,0.04,0.26,0.18,6.668896399438381,0.002166748046875,0.0
3,0.1,0.77,0.675,0.45,0.28,0.205,0.145,0.5,0.365,6.119281522929668,0.0064544677734375,0.0
4,0.11,0.885,0.765,0.55,0.335,0.26,0.19,0.655,0.495,5.822928622364998,0.009124755859375,0.0
5,0.15,0.89,0.84,0.66,0.425,0.315,0.21,0.76,0.555,5.601907402276993,0.0116729736328125,0.0
6,0.195,0.945,0.87,0.68,0.49,0.405,0.285,0.795,0.615,5.424417294561863,0.0146636962890625,0.0
7,0.245,0.925,0.865,0.74,0.52,0.44,0.33,0.825,0.635,5.269879333674908,0.0168609619140625,0.0
8,0.245,0.935,0.885,0.74,0.56,0.47,0.315,0.855,0.69,5.12731109559536,0.01885986328125,0.0
9,0.255,0.965,0.895,0.75,0.56,0.465,0.345,0.88,0.665,4.986948750913143,0.0216064453125,0.0
10,0.255,0.95,0.915,0.775,0.565,0.45,0.325,0.845,0.725,4.856664381921291,0.0246124267578125,0.0
11,0.28,0.94,0.91,0.74,0.55,0.48,0.365,0.875,0.705,4.720179937779903,0.026519775390625,0.0
12,0.285,0.97,0.875,0.785,0.565,0.455,0.375,0.865,0.715,4.58908985555172,0.028900146484375,0.0
13,0.255,0.935,0.88,0.79,0.565,0.46,0.35,0.86,0.71,4.466396078467369,0.03167724609375,0.0
14,0.25,0.945,0.865,0.785,0.56,0.435,0.33,0.88,0.71,4.333421368151903,0.0336456298828125,0.0
15,0.27,0.98,0.895,0.785,0.56,0.47,0.375,0.865,0.755,4.2124814204871655,0.035736083984375,0.0
16,0.29,0.94,0.83,0.78,0.545,0.435,0.36,0.86,0.73,4.097268499433994,0.039794921875,0.0
17,0.275,0.95,0.885,0.78,0.545,0.47,0.34,0.88,0.7,3.980146113783121,0.0419464111328125,0.0
18,0.31,0.94,0.885,0.75,0.56,0.44,0.37,0.82,0.71,3.868682134896517,0.045013427734375,0.0
19,0.305,0.95,0.875,0.79,0.565,0.46,0.355,0.87,0.745,3.763348199427128,0.0468292236328125,0.0
20,0.26,0.95,0.86,0.78,0.515,0.45,0.33,0.845,0.675,3.6653862223029137,0.0503387451171875,0.0
21,0.29,0.975,0.875,0.785,0.565,0.48,0.345,0.89,0.705,3.5675919502973557,0.050933837890625,0.0
22,0.29,0.955,0.895,0.755,0.56,0.44,0.38,0.855,0.705,3.4598859548568726,0.05584716796875,0.0
23,0.28,0.94,0.895,0.77,0.57,0.495,0.34,0.885,0.75,3.3682103753089905,0.057769775390625,0.0
24,0.275,0.945,0.905,0.78,0.57,0.445,0.36,0.865,0.725,3.2731902562081814,0.060577392578125,0.0
25,0.28,0.935,0.89,0.745,0.56,0.475,0.35,0.865,0.7,3.1770262010395527,0.0618743896484375,0.0
26,0.275,0.935,0.905,0.77,0.54,0.455,0.33,0.875,0.685,3.095276415348053,0.0655517578125,0.0
27,0.28,0.95,0.85,0.725,0.55,0.5,0.355,0.86,0.71,3.013780739158392,0.0692596435546875,0.0
28,0.265,0.97,0.875,0.735,0.535,0.445,0.34,0.855,0.72,2.936587166041136,0.07025146484375,0.0
29,0.26,0.95,0.875,0.74,0.565,0.435,0.345,0.895,0.745,2.8594037890434265,0.07257080078125,0.0
30,0.25,0.965,0.88,0.74,0.545,0.42,0.31,0.865,0.715,2.769950281828642,0.0763397216796875,0.0
31,0.27,0.955,0.85,0.785,0.565,0.49,0.36,0.86,0.705,2.700321029871702,0.078643798828125,0.0
32,0.28,0.97,0.915,0.755,0.535,0.45,0.365,0.83,0.705,2.6278438083827496,0.0789031982421875,0.0
33,0.26,0.97,0.885,0.705,0.57,0.435,0.35,0.86,0.695,2.569418139755726,0.0818328857421875,0.0
34,0.24,0.93,0.85,0.765,0.55,0.445,0.34,0.835,0.705,2.5015518739819527,0.0852508544921875,0.0
35,0.255,0.95,0.85,0.75,0.53,0.47,0.315,0.84,0.715,2.4312820360064507,0.0892486572265625,0.0
36,0.25,0.955,0.9,0.745,0.54,0.43,0.345,0.85,0.665,2.37268054112792,0.0897369384765625,0.0
37,0.235,0.95,0.895,0.725,0.55,0.445,0.33,0.835,0.685,2.31636156514287,0.09124755859375,0.0
38,0.25,0.94,0.875,0.75,0.52,0.46,0.325,0.85,0.7,2.2537382766604424,0.0945892333984375,0.0
39,0.24,0.955,0.84,0.715,0.53,0.4,0.33,0.8,0.7,2.207751138135791,0.0938568115234375,0.0
40,0.24,0.945,0.855,0.705,0.535,0.41,0.3,0.82,0.685,2.150315662845969,0.097320556640625,0.0
18,0.31,0.94,0.885,0.75,0.56,0.44,0.37,0.82,0.71,3.868682134896517,0.045013427734375,0.0
