epoch,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc,train_loss,train_accuracy,test_loss
1,0.005,0.525,0.28,0.085,0.025,0.015,0.015,0.095,0.05,7.116764448583126,0.000732421875,0.0
2,0.005,0.485,0.27,0.12,0.03,0.02,0.02,0.115,0.065,6.953812271356583,0.0006256103515625,0.0
3,0.03,0.74,0.485,0.315,0.13,0.085,0.055,0.345,0.25,6.886124961078167,0.00103759765625,0.0
4,0.105,0.89,0.765,0.545,0.285,0.23,0.155,0.635,0.44,6.336225263774395,0.0037384033203125,0.0
5,0.175,0.925,0.81,0.61,0.385,0.315,0.24,0.695,0.515,6.007800027728081,0.006988525390625,0.0
6,0.175,0.93,0.84,0.64,0.435,0.355,0.245,0.755,0.575,5.76803233474493,0.0100860595703125,0.0
7,0.175,0.935,0.8,0.625,0.45,0.33,0.265,0.74,0.59,5.534237891435623,0.0126495361328125,0.0
8,0.2,0.945,0.85,0.685,0.475,0.375,0.275,0.725,0.635,5.27326263487339,0.0171051025390625,0.0
9,0.175,0.975,0.875,0.69,0.5,0.395,0.275,0.8,0.66,4.992546871304512,0.021392822265625,0.0
10,0.22,0.925,0.865,0.735,0.535,0.4,0.29,0.75,0.64,4.685582883656025,0.0266571044921875,0.0
11,0.235,0.92,0.825,0.715,0.575,0.455,0.315,0.775,0.66,4.362015448510647,0.0324249267578125,0.0
12,0.2,0.965,0.835,0.675,0.525,0.345,0.275,0.785,0.64,4.024014562368393,0.0399932861328125,0.0
13,0.195,0.94,0.815,0.675,0.49,0.36,0.285,0.765,0.65,3.693689052015543,0.0479278564453125,0.0
14,0.225,0.955,0.855,0.74,0.515,0.425,0.32,0.78,0.63,3.3764319233596325,0.0557708740234375,0.0
15,0.23,0.945,0.85,0.695,0.545,0.395,0.325,0.785,0.68,3.0775126591324806,0.0645294189453125,0.0
16,0.215,0.92,0.85,0.695,0.485,0.39,0.31,0.76,0.64,2.786722991615534,0.0743408203125,0.0
17,0.2,0.93,0.8,0.64,0.49,0.355,0.275,0.76,0.615,2.5274686105549335,0.0829315185546875,0.0
18,0.175,0.915,0.805,0.67,0.495,0.445,0.275,0.725,0.635,2.2720388770103455,0.0924072265625,0.0
19,0.215,0.95,0.825,0.645,0.5,0.38,0.275,0.775,0.635,2.0352830421179533,0.10260009765625,0.0
20,0.205,0.94,0.86,0.695,0.535,0.415,0.32,0.805,0.67,1.8253769297152758,0.1114044189453125,0.0
21,0.185,0.91,0.845,0.685,0.49,0.38,0.26,0.76,0.62,1.6249291002750397,0.1239013671875,0.0
22,0.185,0.935,0.855,0.665,0.53,0.395,0.295,0.76,0.68,1.4503764249384403,0.1343536376953125,0.0
23,0.185,0.96,0.865,0.645,0.495,0.36,0.25,0.77,0.63,1.2850863933563232,0.1426849365234375,0.0
24,0.215,0.9,0.86,0.69,0.475,0.375,0.3,0.755,0.61,1.1503258999437094,0.15411376953125,0.0
25,0.225,0.94,0.82,0.66,0.46,0.41,0.29,0.745,0.595,1.025651989504695,0.16009521484375,0.0
26,0.185,0.92,0.805,0.655,0.465,0.375,0.295,0.765,0.64,0.9255490675568581,0.16998291015625,0.0
27,0.205,0.925,0.78,0.66,0.48,0.395,0.26,0.755,0.65,0.8332561487331986,0.1793060302734375,0.0
28,0.19,0.885,0.825,0.67,0.465,0.36,0.305,0.79,0.635,0.7665575128048658,0.1851806640625,0.0
29,0.185,0.91,0.815,0.645,0.44,0.365,0.265,0.765,0.61,0.6969233499839902,0.1927947998046875,0.0
30,0.205,0.93,0.83,0.64,0.465,0.37,0.275,0.76,0.63,0.6508105555549264,0.1991729736328125,0.0
31,0.195,0.935,0.865,0.63,0.455,0.39,0.27,0.745,0.62,0.6016814149916172,0.2058563232421875,0.0
32,0.17,0.915,0.775,0.695,0.485,0.375,0.25,0.76,0.64,0.5658173421397805,0.2089385986328125,0.0
33,0.195,0.925,0.79,0.655,0.475,0.38,0.255,0.76,0.64,0.5312463450245559,0.214569091796875,0.0
34,0.19,0.94,0.805,0.67,0.46,0.415,0.25,0.765,0.63,0.5097077069804072,0.22027587890625,0.0
35,0.185,0.9,0.8,0.645,0.465,0.38,0.26,0.755,0.62,0.48492718022316694,0.222747802734375,0.0
36,0.18,0.905,0.795,0.62,0.48,0.385,0.255,0.755,0.615,0.45842044753953815,0.2252349853515625,0.0
37,0.21,0.92,0.785,0.63,0.44,0.365,0.275,0.75,0.57,0.4413026664406061,0.227691650390625,0.0
38,0.185,0.935,0.84,0.7,0.45,0.37,0.31,0.745,0.625,0.42526142532005906,0.2330780029296875,0.0
39,0.205,0.92,0.755,0.66,0.435,0.39,0.265,0.75,0.625,0.4101890786550939,0.23663330078125,0.0
40,0.185,0.9,0.795,0.66,0.45,0.355,0.255,0.755,0.62,0.3983970517292619,0.2375946044921875,0.0
11,0.235,0.92,0.825,0.715,0.575,0.455,0.315,0.775,0.66,4.362015448510647,0.0324249267578125,0.0
