epoch,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc,train_loss,train_accuracy,test_loss
1,0.005,0.545,0.25,0.095,0.03,0.02,0.005,0.105,0.065,7.195550672709942,0.0008544921875,0.0
2,0.02,0.68,0.41,0.23,0.09,0.07,0.04,0.255,0.135,6.4695891961455345,0.0027618408203125,0.0
3,0.05,0.76,0.57,0.38,0.175,0.11,0.09,0.425,0.275,6.023485764861107,0.00665283203125,0.0
4,0.085,0.845,0.725,0.51,0.265,0.195,0.15,0.565,0.405,5.749645322561264,0.009002685546875,0.0
5,0.155,0.915,0.76,0.625,0.38,0.315,0.205,0.69,0.5,5.546107091009617,0.0118408203125,0.0
6,0.135,0.9,0.765,0.635,0.45,0.34,0.2,0.7,0.555,5.367907039821148,0.0150909423828125,0.0
7,0.155,0.91,0.81,0.63,0.41,0.305,0.215,0.745,0.625,5.211379162967205,0.0168304443359375,0.0
8,0.17,0.94,0.845,0.635,0.415,0.325,0.24,0.765,0.585,5.074167035520077,0.0188446044921875,0.0
9,0.16,0.92,0.885,0.685,0.46,0.35,0.215,0.78,0.635,4.930046081542969,0.0212860107421875,0.0
10,0.14,0.89,0.815,0.66,0.37,0.295,0.205,0.755,0.555,4.79499214142561,0.0234375,0.0
11,0.175,0.91,0.845,0.635,0.465,0.395,0.225,0.795,0.61,4.6574723571538925,0.025390625,0.0
12,0.16,0.93,0.815,0.7,0.425,0.32,0.255,0.74,0.58,4.533114068210125,0.0283203125,0.0
13,0.19,0.915,0.815,0.685,0.49,0.4,0.275,0.77,0.595,4.41423261910677,0.0308837890625,0.0
14,0.185,0.95,0.78,0.66,0.44,0.345,0.26,0.745,0.575,4.283029932528734,0.034149169921875,0.0
15,0.205,0.945,0.82,0.655,0.475,0.41,0.27,0.765,0.64,4.163897130638361,0.0355682373046875,0.0
16,0.22,0.89,0.865,0.685,0.455,0.38,0.285,0.76,0.625,4.042531408369541,0.0393218994140625,0.0
17,0.195,0.925,0.835,0.68,0.445,0.37,0.265,0.795,0.63,3.9338396713137627,0.041229248046875,0.0
18,0.23,0.95,0.825,0.655,0.465,0.37,0.295,0.745,0.64,3.8237279392778873,0.04376220703125,0.0
19,0.185,0.925,0.795,0.65,0.425,0.375,0.245,0.775,0.595,3.7204509526491165,0.0462646484375,0.0
20,0.195,0.935,0.84,0.685,0.47,0.39,0.26,0.74,0.625,3.6176209524273872,0.048492431640625,0.0
21,0.205,0.895,0.76,0.68,0.48,0.39,0.315,0.805,0.615,3.518598470836878,0.0518035888671875,0.0
22,0.19,0.92,0.765,0.63,0.465,0.34,0.275,0.725,0.62,3.4233962148427963,0.0545501708984375,0.0
23,0.205,0.9,0.835,0.68,0.425,0.34,0.28,0.74,0.595,3.3287320882081985,0.0560302734375,0.0
24,0.195,0.93,0.81,0.675,0.435,0.335,0.275,0.75,0.615,3.238229937851429,0.0592193603515625,0.0
25,0.2,0.89,0.82,0.69,0.48,0.375,0.265,0.72,0.63,3.1500784680247307,0.0609893798828125,0.0
26,0.18,0.915,0.795,0.675,0.44,0.35,0.255,0.73,0.59,3.064726024866104,0.062469482421875,0.0
27,0.19,0.935,0.87,0.675,0.49,0.36,0.275,0.77,0.64,2.984352022409439,0.0655517578125,0.0
28,0.21,0.925,0.82,0.69,0.45,0.41,0.29,0.755,0.61,2.89947372302413,0.0689239501953125,0.0
29,0.195,0.905,0.86,0.67,0.46,0.36,0.25,0.735,0.62,2.817345652729273,0.0714263916015625,0.0
30,0.195,0.885,0.855,0.665,0.435,0.315,0.26,0.75,0.63,2.7451898269355297,0.0730438232421875,0.0
31,0.21,0.915,0.795,0.66,0.46,0.36,0.26,0.745,0.625,2.6802037060260773,0.0770416259765625,0.0
32,0.2,0.885,0.815,0.65,0.455,0.375,0.275,0.78,0.61,2.6076574847102165,0.0780181884765625,0.0
33,0.195,0.945,0.78,0.675,0.435,0.37,0.24,0.765,0.615,2.540477517992258,0.080108642578125,0.0
34,0.175,0.905,0.77,0.64,0.415,0.365,0.24,0.715,0.575,2.468793358653784,0.0833892822265625,0.0
35,0.19,0.895,0.835,0.645,0.44,0.35,0.265,0.755,0.58,2.4150420799851418,0.0836944580078125,0.0
36,0.18,0.875,0.81,0.66,0.43,0.335,0.235,0.745,0.61,2.3553585410118103,0.0873565673828125,0.0
37,0.18,0.89,0.82,0.645,0.425,0.34,0.26,0.715,0.59,2.296350173652172,0.08990478515625,0.0
38,0.19,0.91,0.84,0.66,0.455,0.375,0.275,0.73,0.595,2.243376810103655,0.0909576416015625,0.0
39,0.195,0.895,0.78,0.63,0.42,0.335,0.25,0.74,0.615,2.191703947260976,0.0943145751953125,0.0
40,0.18,0.935,0.81,0.635,0.45,0.375,0.255,0.725,0.615,2.148710312321782,0.0949859619140625,0.0
18,0.23,0.95,0.825,0.655,0.465,0.37,0.295,0.745,0.64,3.8237279392778873,0.04376220703125,0.0
