epoch,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc,train_loss,train_accuracy,test_loss
1,0.005,0.47,0.205,0.12,0.025,0.01,0.01,0.09,0.05,7.2776148319244385,0.000457763671875,0.0
2,0.005,0.595,0.35,0.14,0.03,0.015,0.015,0.13,0.095,6.860787123441696,0.0012664794921875,0.0
3,0.025,0.74,0.48,0.295,0.09,0.08,0.035,0.315,0.19,6.479206629097462,0.002593994140625,0.0
4,0.05,0.815,0.63,0.39,0.195,0.16,0.085,0.415,0.305,6.180075749754906,0.0048370361328125,0.0
5,0.075,0.81,0.645,0.395,0.255,0.185,0.125,0.47,0.345,5.96527136862278,0.0070648193359375,0.0
6,0.09,0.875,0.745,0.55,0.275,0.235,0.15,0.65,0.5,5.793531104922295,0.00836181640625,0.0
7,0.11,0.92,0.765,0.555,0.36,0.245,0.165,0.655,0.495,5.641214556992054,0.010498046875,0.0
8,0.155,0.89,0.8,0.665,0.385,0.295,0.21,0.725,0.54,5.502961926162243,0.012054443359375,0.0
9,0.145,0.9,0.8,0.57,0.395,0.32,0.19,0.695,0.55,5.364123582839966,0.0141448974609375,0.0
10,0.17,0.925,0.835,0.6,0.375,0.325,0.24,0.71,0.53,5.232382379472256,0.0164031982421875,0.0
11,0.16,0.915,0.82,0.635,0.41,0.34,0.23,0.7,0.54,5.099926717579365,0.017608642578125,0.0
12,0.175,0.95,0.79,0.705,0.425,0.325,0.25,0.735,0.58,4.973496861755848,0.0196685791015625,0.0
13,0.165,0.9,0.78,0.615,0.4,0.345,0.235,0.735,0.535,4.839475184679031,0.0211639404296875,0.0
14,0.17,0.91,0.795,0.625,0.47,0.37,0.265,0.76,0.57,4.718344949185848,0.02435302734375,0.0
15,0.14,0.93,0.84,0.64,0.44,0.36,0.24,0.775,0.575,4.590446896851063,0.025604248046875,0.0
16,0.18,0.935,0.83,0.595,0.43,0.355,0.285,0.715,0.57,4.4633095264434814,0.02764892578125,0.0
17,0.175,0.935,0.795,0.645,0.435,0.36,0.285,0.73,0.54,4.343475423753262,0.031158447265625,0.0
18,0.17,0.91,0.8,0.635,0.445,0.33,0.225,0.725,0.575,4.227649547159672,0.03216552734375,0.0
19,0.15,0.935,0.785,0.6,0.39,0.34,0.215,0.74,0.57,4.106142338365316,0.03558349609375,0.0
20,0.165,0.93,0.84,0.61,0.41,0.33,0.25,0.74,0.575,3.9996098801493645,0.0366058349609375,0.0
21,0.175,0.92,0.805,0.645,0.45,0.385,0.245,0.73,0.565,3.8904251269996166,0.0391387939453125,0.0
22,0.19,0.9,0.815,0.615,0.44,0.325,0.24,0.705,0.55,3.7809385508298874,0.042022705078125,0.0
23,0.19,0.925,0.82,0.62,0.45,0.36,0.27,0.71,0.54,3.6805931515991688,0.0433349609375,0.0
24,0.175,0.93,0.805,0.64,0.41,0.295,0.22,0.73,0.56,3.5811907052993774,0.04705810546875,0.0
25,0.155,0.92,0.82,0.675,0.445,0.315,0.26,0.715,0.55,3.4827341325581074,0.04913330078125,0.0
26,0.175,0.925,0.79,0.625,0.425,0.35,0.24,0.7,0.565,3.3991103880107403,0.051910400390625,0.0
27,0.195,0.9,0.78,0.6,0.41,0.39,0.28,0.68,0.555,3.3007208853960037,0.0538330078125,0.0
28,0.21,0.92,0.8,0.625,0.4,0.34,0.24,0.715,0.58,3.214418698102236,0.0548095703125,0.0
29,0.175,0.915,0.81,0.65,0.405,0.335,0.235,0.715,0.595,3.1228951402008533,0.057952880859375,0.0
30,0.155,0.925,0.755,0.625,0.415,0.32,0.24,0.68,0.56,3.044263917952776,0.0613250732421875,0.0
31,0.155,0.885,0.805,0.625,0.425,0.34,0.235,0.695,0.555,2.9597255177795887,0.0630035400390625,0.0
32,0.145,0.87,0.81,0.645,0.425,0.305,0.255,0.695,0.545,2.881771020591259,0.066131591796875,0.0
33,0.175,0.88,0.8,0.63,0.43,0.35,0.27,0.69,0.575,2.807477407157421,0.0677642822265625,0.0
34,0.145,0.895,0.755,0.61,0.4,0.31,0.22,0.67,0.505,2.7340176068246365,0.0702362060546875,0.0
35,0.155,0.91,0.775,0.64,0.41,0.295,0.24,0.7,0.555,2.6725864224135876,0.0730743408203125,0.0
36,0.175,0.92,0.78,0.58,0.42,0.34,0.245,0.685,0.58,2.5952500216662884,0.0756683349609375,0.0
37,0.15,0.9,0.775,0.595,0.43,0.34,0.22,0.71,0.555,2.5359866321086884,0.0758819580078125,0.0
38,0.18,0.905,0.795,0.63,0.43,0.33,0.25,0.69,0.535,2.4631233140826225,0.0794677734375,0.0
39,0.14,0.9,0.75,0.59,0.4,0.335,0.195,0.685,0.555,2.4125854782760143,0.0814666748046875,0.0
40,0.17,0.915,0.775,0.605,0.405,0.31,0.24,0.69,0.545,2.35860388353467,0.083282470703125,0.0
28,0.21,0.92,0.8,0.625,0.4,0.34,0.24,0.715,0.58,3.214418698102236,0.0548095703125,0.0
