epoch,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc,train_loss,train_accuracy,test_loss
1,0.01,0.63,0.42,0.145,0.06,0.055,0.03,0.2,0.1,7.094815611839294,0.0009307861328125,0.0
2,0.05,0.785,0.56,0.355,0.16,0.115,0.08,0.385,0.265,6.602575697004795,0.001800537109375,0.0
3,0.1,0.83,0.75,0.51,0.29,0.24,0.125,0.595,0.42,6.246078468859196,0.0039825439453125,0.0
4,0.115,0.845,0.74,0.575,0.335,0.25,0.21,0.595,0.495,5.963147848844528,0.0066680908203125,0.0
5,0.12,0.895,0.75,0.63,0.37,0.3,0.2,0.7,0.525,5.721243508160114,0.008697509765625,0.0
6,0.16,0.915,0.75,0.57,0.4,0.335,0.23,0.66,0.53,5.490282215178013,0.011810302734375,0.0
7,0.165,0.91,0.75,0.58,0.37,0.295,0.215,0.625,0.53,5.237177304923534,0.0155029296875,0.0
8,0.15,0.89,0.775,0.585,0.4,0.285,0.2,0.675,0.535,4.961706176400185,0.0202484130859375,0.0
9,0.18,0.915,0.745,0.605,0.395,0.355,0.245,0.665,0.52,4.660475738346577,0.02587890625,0.0
10,0.185,0.88,0.765,0.575,0.45,0.345,0.27,0.665,0.56,4.322618588805199,0.032989501953125,0.0
11,0.13,0.875,0.715,0.6,0.42,0.34,0.23,0.66,0.565,3.993595950305462,0.0415191650390625,0.0
12,0.195,0.93,0.76,0.62,0.4,0.33,0.265,0.645,0.51,3.6482748240232468,0.0496063232421875,0.0
13,0.145,0.915,0.755,0.575,0.405,0.32,0.215,0.645,0.545,3.2996606715023518,0.060791015625,0.0
14,0.165,0.9,0.82,0.62,0.415,0.365,0.275,0.67,0.535,2.9597341157495975,0.0719146728515625,0.0
15,0.19,0.875,0.76,0.6,0.405,0.345,0.255,0.65,0.525,2.631933383643627,0.0839385986328125,0.0
16,0.145,0.89,0.725,0.565,0.385,0.285,0.185,0.57,0.48,2.3181557953357697,0.095611572265625,0.0
17,0.16,0.9,0.73,0.595,0.4,0.3,0.215,0.655,0.485,2.019686296582222,0.1074676513671875,0.0
18,0.16,0.9,0.72,0.555,0.37,0.27,0.225,0.63,0.51,1.7339587900787592,0.121917724609375,0.0
19,0.125,0.85,0.675,0.495,0.325,0.28,0.21,0.605,0.455,1.4797730036079884,0.134735107421875,0.0
20,0.12,0.845,0.73,0.495,0.295,0.24,0.19,0.63,0.48,1.2396712824702263,0.15087890625,0.0
21,0.105,0.905,0.675,0.52,0.3,0.215,0.19,0.585,0.43,1.0411576768383384,0.1618804931640625,0.0
22,0.075,0.875,0.69,0.47,0.295,0.21,0.105,0.57,0.435,0.8635383313521743,0.17584228515625,0.0
23,0.135,0.86,0.715,0.56,0.365,0.305,0.19,0.585,0.495,0.7179178642109036,0.1884002685546875,0.0
24,0.12,0.84,0.715,0.52,0.305,0.25,0.14,0.585,0.445,0.5953972679562867,0.2017364501953125,0.0
25,0.135,0.905,0.73,0.51,0.335,0.25,0.19,0.595,0.475,0.4970315173268318,0.2125396728515625,0.0
26,0.095,0.845,0.72,0.51,0.31,0.225,0.16,0.595,0.44,0.42486473033204675,0.221466064453125,0.0
27,0.085,0.87,0.71,0.51,0.315,0.205,0.135,0.57,0.395,0.3687908952124417,0.23077392578125,0.0
28,0.07,0.84,0.675,0.485,0.255,0.22,0.13,0.575,0.42,0.3291707905009389,0.2366943359375,0.0
29,0.1,0.83,0.72,0.51,0.29,0.25,0.125,0.565,0.41,0.2947902739979327,0.2430267333984375,0.0
30,0.095,0.86,0.73,0.48,0.32,0.235,0.165,0.58,0.43,0.2692514485679567,0.24737548828125,0.0
31,0.075,0.81,0.715,0.52,0.285,0.21,0.16,0.57,0.43,0.2491039433516562,0.251922607421875,0.0
32,0.105,0.865,0.725,0.505,0.315,0.245,0.165,0.595,0.435,0.23560644057579339,0.256622314453125,0.0
33,0.08,0.83,0.74,0.5,0.29,0.23,0.16,0.565,0.455,0.2224693582393229,0.259429931640625,0.0
34,0.09,0.83,0.68,0.5,0.295,0.225,0.12,0.61,0.39,0.21136514586396515,0.2621307373046875,0.0
35,0.075,0.85,0.705,0.495,0.285,0.2,0.135,0.585,0.415,0.2061515219975263,0.263641357421875,0.0
36,0.085,0.88,0.655,0.505,0.295,0.275,0.17,0.59,0.415,0.19995045894756913,0.2670135498046875,0.0
37,0.06,0.84,0.65,0.465,0.275,0.205,0.13,0.54,0.385,0.1938030319288373,0.2670440673828125,0.0
38,0.08,0.86,0.705,0.54,0.26,0.16,0.12,0.555,0.4,0.1898659630678594,0.2697601318359375,0.0
39,0.075,0.83,0.64,0.495,0.32,0.27,0.17,0.55,0.43,0.18839911418035626,0.26910400390625,0.0
40,0.06,0.845,0.715,0.525,0.285,0.225,0.16,0.57,0.42,0.18483381159603596,0.2715606689453125,0.0
12,0.195,0.93,0.76,0.62,0.4,0.33,0.265,0.645,0.51,3.6482748240232468,0.0496063232421875,0.0
