epoch,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc,train_loss,train_accuracy,test_loss
1,0.01,0.525,0.285,0.09,0.025,0.02,0.02,0.095,0.06,7.226999782025814,0.00067138671875,0.0
2,0.025,0.695,0.43,0.25,0.08,0.075,0.035,0.295,0.175,6.431556053459644,0.0031585693359375,0.0
3,0.06,0.865,0.685,0.43,0.23,0.17,0.105,0.49,0.355,5.75262775272131,0.0089874267578125,0.0
4,0.115,0.9,0.71,0.54,0.325,0.23,0.19,0.65,0.45,5.4211243614554405,0.0133819580078125,0.0
5,0.135,0.89,0.745,0.575,0.375,0.285,0.18,0.69,0.54,5.188267253339291,0.017333984375,0.0
6,0.195,0.905,0.88,0.705,0.51,0.375,0.29,0.78,0.63,5.009968496859074,0.0198974609375,0.0
7,0.18,0.94,0.835,0.685,0.48,0.39,0.315,0.75,0.62,4.849367268383503,0.0226593017578125,0.0
8,0.225,0.925,0.88,0.725,0.515,0.45,0.335,0.795,0.66,4.6990736573934555,0.02435302734375,0.0
9,0.215,0.955,0.9,0.74,0.575,0.47,0.315,0.82,0.7,4.560487657785416,0.0279998779296875,0.0
10,0.21,0.95,0.88,0.715,0.51,0.445,0.335,0.815,0.72,4.423890724778175,0.0306854248046875,0.0
11,0.23,0.95,0.855,0.715,0.525,0.415,0.335,0.81,0.68,4.296942949295044,0.033294677734375,0.0
12,0.245,0.94,0.875,0.73,0.56,0.495,0.345,0.845,0.7,4.16487504914403,0.03570556640625,0.0
13,0.24,0.945,0.88,0.78,0.575,0.465,0.36,0.835,0.735,4.041821524500847,0.0392303466796875,0.0
14,0.25,0.96,0.905,0.755,0.535,0.46,0.35,0.84,0.73,3.9221192561089993,0.0415191650390625,0.0
15,0.215,0.93,0.875,0.745,0.58,0.435,0.34,0.83,0.725,3.8039826042950153,0.0445098876953125,0.0
16,0.245,0.955,0.89,0.765,0.575,0.48,0.365,0.85,0.755,3.700416147708893,0.0474700927734375,0.0
17,0.245,0.935,0.875,0.765,0.59,0.47,0.355,0.815,0.715,3.583391323685646,0.04986572265625,0.0
18,0.27,0.93,0.89,0.765,0.6,0.485,0.365,0.81,0.73,3.488089330494404,0.052032470703125,0.0
19,0.26,0.97,0.88,0.72,0.595,0.46,0.345,0.85,0.71,3.3807408697903156,0.0562744140625,0.0
20,0.255,0.945,0.88,0.71,0.605,0.525,0.395,0.835,0.75,3.2907045893371105,0.0572052001953125,0.0
21,0.265,0.95,0.9,0.73,0.575,0.485,0.365,0.835,0.72,3.19120966643095,0.0600738525390625,0.0
22,0.29,0.98,0.885,0.77,0.615,0.505,0.395,0.86,0.755,3.0980478897690773,0.0625457763671875,0.0
23,0.29,0.96,0.895,0.76,0.59,0.485,0.39,0.855,0.72,3.008650206029415,0.0662994384765625,0.0
24,0.23,0.945,0.89,0.73,0.58,0.455,0.36,0.835,0.72,2.9260028898715973,0.0682220458984375,0.0
25,0.28,0.935,0.865,0.78,0.57,0.495,0.355,0.83,0.7,2.841105006635189,0.0708465576171875,0.0
26,0.26,0.95,0.9,0.775,0.59,0.49,0.36,0.845,0.745,2.7508804090321064,0.0723419189453125,0.0
27,0.25,0.95,0.9,0.795,0.59,0.485,0.365,0.85,0.74,2.6758821718394756,0.0751800537109375,0.0
28,0.26,0.985,0.875,0.765,0.57,0.515,0.38,0.815,0.74,2.605064183473587,0.077606201171875,0.0
29,0.31,0.93,0.895,0.75,0.64,0.535,0.44,0.865,0.745,2.5318485014140606,0.079833984375,0.0
30,0.275,0.945,0.865,0.725,0.605,0.475,0.375,0.835,0.745,2.455385323613882,0.0841522216796875,0.0
31,0.26,0.945,0.875,0.8,0.6,0.465,0.345,0.84,0.725,2.3955123499035835,0.0854644775390625,0.0
32,0.27,0.95,0.905,0.725,0.57,0.51,0.35,0.795,0.72,2.3308716230094433,0.089141845703125,0.0
33,0.26,0.945,0.895,0.795,0.565,0.455,0.365,0.79,0.71,2.2607889473438263,0.0920867919921875,0.0
34,0.27,0.94,0.87,0.755,0.605,0.485,0.375,0.83,0.725,2.204570071771741,0.0921478271484375,0.0
35,0.255,0.955,0.855,0.69,0.56,0.425,0.33,0.8,0.675,2.144599871709943,0.0966796875,0.0
36,0.28,0.945,0.875,0.72,0.58,0.5,0.35,0.82,0.72,2.0980968475341797,0.096771240234375,0.0
37,0.27,0.955,0.855,0.695,0.56,0.515,0.345,0.82,0.725,2.0363732390105724,0.09735107421875,0.0
38,0.265,0.93,0.885,0.745,0.57,0.495,0.375,0.82,0.705,1.982340082526207,0.099853515625,0.0
39,0.29,0.93,0.84,0.75,0.59,0.505,0.37,0.845,0.71,1.9414245821535587,0.100677490234375,0.0
40,0.285,0.94,0.85,0.785,0.58,0.47,0.4,0.835,0.67,1.887108065187931,0.1063385009765625,0.0
29,0.31,0.93,0.895,0.75,0.64,0.535,0.44,0.865,0.745,2.5318485014140606,0.079833984375,0.0
