epoch,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc,train_loss,train_accuracy,test_loss
1,0.005,0.51,0.275,0.09,0.025,0.015,0.01,0.09,0.055,7.196491174399853,0.000732421875,0.0
2,0.005,0.605,0.375,0.235,0.055,0.04,0.015,0.19,0.115,6.227360360324383,0.0042572021484375,0.0
3,0.035,0.82,0.625,0.345,0.155,0.08,0.075,0.4,0.255,5.6198694333434105,0.0095977783203125,0.0
4,0.115,0.905,0.79,0.55,0.325,0.255,0.17,0.635,0.455,5.30078511685133,0.0147705078125,0.0
5,0.2,0.95,0.845,0.655,0.52,0.43,0.3,0.805,0.67,5.0788466185331345,0.01763916015625,0.0
6,0.285,0.94,0.89,0.76,0.63,0.495,0.405,0.835,0.695,4.883303992450237,0.0214691162109375,0.0
7,0.315,0.97,0.93,0.765,0.625,0.53,0.405,0.905,0.785,4.721375405788422,0.0241546630859375,0.0
8,0.345,0.95,0.91,0.845,0.68,0.56,0.455,0.89,0.78,4.56568256020546,0.0274810791015625,0.0
9,0.35,0.975,0.91,0.81,0.695,0.59,0.455,0.9,0.79,4.429448567330837,0.02960205078125,0.0
10,0.37,0.97,0.925,0.81,0.705,0.595,0.48,0.91,0.835,4.288880296051502,0.0341033935546875,0.0
11,0.355,0.975,0.915,0.85,0.715,0.55,0.445,0.915,0.8,4.163030818104744,0.0352325439453125,0.0
12,0.355,0.955,0.92,0.84,0.665,0.6,0.46,0.905,0.79,4.03632427752018,0.03814697265625,0.0
13,0.375,0.975,0.955,0.835,0.72,0.605,0.49,0.9,0.815,3.9255474396049976,0.0406036376953125,0.0
14,0.35,0.97,0.935,0.865,0.67,0.58,0.465,0.9,0.805,3.804601639509201,0.0444488525390625,0.0
15,0.385,0.985,0.925,0.825,0.675,0.565,0.485,0.9,0.835,3.6936670877039433,0.045440673828125,0.0
16,0.39,0.985,0.915,0.825,0.69,0.62,0.485,0.91,0.835,3.581240102648735,0.048797607421875,0.0
17,0.365,0.965,0.925,0.78,0.715,0.61,0.455,0.895,0.825,3.4878787212073803,0.0521697998046875,0.0
18,0.365,0.975,0.93,0.855,0.68,0.625,0.455,0.915,0.845,3.381587151437998,0.0526123046875,0.0
19,0.37,0.98,0.93,0.84,0.705,0.645,0.46,0.905,0.795,3.2796301543712616,0.0569610595703125,0.0
20,0.335,0.97,0.93,0.8,0.71,0.58,0.425,0.895,0.815,3.1899282969534397,0.059326171875,0.0
21,0.35,0.96,0.91,0.845,0.705,0.595,0.48,0.895,0.8,3.099723756313324,0.0613250732421875,0.0
22,0.35,0.985,0.915,0.835,0.715,0.645,0.48,0.88,0.815,3.008239310234785,0.06573486328125,0.0
23,0.35,0.955,0.94,0.83,0.705,0.58,0.455,0.925,0.815,2.921627853065729,0.067352294921875,0.0
24,0.365,0.96,0.935,0.84,0.705,0.605,0.48,0.905,0.825,2.8437764644622803,0.070068359375,0.0
25,0.36,0.98,0.915,0.84,0.7,0.58,0.5,0.92,0.825,2.750971522182226,0.0731048583984375,0.0
26,0.355,0.96,0.91,0.79,0.69,0.61,0.465,0.935,0.835,2.669721558690071,0.076629638671875,0.0
27,0.37,0.97,0.91,0.83,0.715,0.59,0.455,0.89,0.825,2.611121106892824,0.0772552490234375,0.0
28,0.395,0.955,0.92,0.82,0.695,0.595,0.485,0.925,0.825,2.526822507381439,0.07958984375,0.0
29,0.36,0.97,0.88,0.815,0.705,0.575,0.485,0.91,0.815,2.46226666867733,0.0818023681640625,0.0
30,0.375,0.97,0.93,0.805,0.68,0.565,0.465,0.915,0.795,2.3844602964818478,0.085968017578125,0.0
31,0.35,0.94,0.92,0.84,0.715,0.58,0.44,0.9,0.805,2.3250933811068535,0.0872344970703125,0.0
32,0.34,0.98,0.91,0.795,0.7,0.56,0.51,0.87,0.805,2.2682107649743557,0.0903778076171875,0.0
33,0.395,0.965,0.895,0.775,0.685,0.56,0.52,0.89,0.815,2.1998481433838606,0.0920562744140625,0.0
34,0.335,0.98,0.945,0.8,0.695,0.57,0.455,0.9,0.825,2.1439530942589045,0.0940704345703125,0.0
35,0.36,0.97,0.94,0.835,0.71,0.58,0.43,0.895,0.79,2.095235403627157,0.095733642578125,0.0
36,0.345,0.95,0.935,0.795,0.71,0.6,0.485,0.895,0.81,2.037675930187106,0.09991455078125,0.0
37,0.31,0.97,0.92,0.81,0.715,0.59,0.445,0.9,0.785,1.976307138800621,0.099700927734375,0.0
38,0.335,0.97,0.925,0.83,0.69,0.595,0.455,0.9,0.81,1.9311970937997103,0.1040802001953125,0.0
39,0.295,0.955,0.88,0.805,0.685,0.515,0.41,0.875,0.795,1.8877474125474691,0.104461669921875,0.0
40,0.315,0.94,0.915,0.82,0.68,0.585,0.43,0.87,0.795,1.8311907388269901,0.1060638427734375,0.0
28,0.395,0.955,0.92,0.82,0.695,0.595,0.485,0.925,0.825,2.526822507381439,0.07958984375,0.0
