epoch,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc,train_loss,train_accuracy,test_loss
37,0.205,0.925,0.84,0.71,0.475,0.385,0.29,0.745,0.625,4.273535534739494,0.05279541015625,0.0
38,0.22,0.94,0.83,0.73,0.53,0.38,0.325,0.815,0.665,4.202980257570744,0.05303955078125,0.0
39,0.22,0.925,0.805,0.69,0.5,0.425,0.325,0.795,0.625,4.128578320145607,0.0566558837890625,0.0
40,0.25,0.94,0.84,0.665,0.5,0.395,0.32,0.745,0.615,4.05631110817194,0.0589599609375,0.0
41,0.245,0.925,0.81,0.725,0.5,0.415,0.29,0.735,0.595,3.994054678827524,0.059326171875,0.0
42,0.25,0.87,0.82,0.67,0.44,0.415,0.32,0.705,0.545,3.9193629920482635,0.062774658203125,0.0
43,0.255,0.95,0.82,0.705,0.475,0.375,0.305,0.75,0.615,3.8422423899173737,0.064727783203125,0.0
44,0.225,0.93,0.82,0.645,0.49,0.35,0.29,0.7,0.615,3.7746564634144306,0.06689453125,0.0
45,0.205,0.925,0.835,0.615,0.475,0.385,0.29,0.705,0.605,3.7100448459386826,0.0687713623046875,0.0
46,0.215,0.885,0.87,0.67,0.49,0.405,0.28,0.73,0.62,3.635566543787718,0.070465087890625,0.0
47,0.215,0.93,0.775,0.665,0.5,0.39,0.29,0.73,0.615,3.5698168948292732,0.0738372802734375,0.0
48,0.2,0.94,0.79,0.67,0.485,0.415,0.295,0.72,0.605,3.5011128783226013,0.0745697021484375,0.0
49,0.22,0.9,0.775,0.64,0.45,0.355,0.265,0.68,0.575,3.436011850833893,0.076995849609375,0.0
50,0.225,0.93,0.77,0.63,0.46,0.385,0.285,0.7,0.57,3.3725455440580845,0.0785369873046875,0.0
51,0.185,0.935,0.785,0.62,0.48,0.37,0.275,0.77,0.64,3.3110251054167747,0.0817718505859375,0.0
52,0.205,0.915,0.795,0.655,0.465,0.36,0.31,0.74,0.62,3.247926492244005,0.082977294921875,0.0
53,0.225,0.91,0.82,0.62,0.465,0.375,0.31,0.765,0.595,3.1795675680041313,0.0842742919921875,0.0
54,0.21,0.935,0.81,0.67,0.475,0.365,0.325,0.74,0.64,3.1185381039977074,0.0877838134765625,0.0
55,0.21,0.915,0.8,0.65,0.47,0.36,0.29,0.76,0.605,3.0660184249281883,0.0891571044921875,0.0
56,0.195,0.915,0.805,0.64,0.445,0.345,0.25,0.73,0.575,3.0085413083434105,0.090484619140625,0.0
57,0.22,0.895,0.79,0.605,0.455,0.365,0.305,0.71,0.57,2.946407590061426,0.0941619873046875,0.0
58,0.17,0.93,0.835,0.625,0.44,0.35,0.265,0.745,0.565,2.890804961323738,0.0961151123046875,0.0
59,0.18,0.875,0.785,0.675,0.45,0.3,0.24,0.73,0.6,2.837810542434454,0.09735107421875,0.0
60,0.215,0.895,0.775,0.655,0.45,0.355,0.275,0.715,0.575,2.785343497991562,0.0979156494140625,0.0
61,0.185,0.905,0.82,0.68,0.485,0.415,0.26,0.755,0.605,2.7432140596210957,0.098785400390625,0.0
62,0.2,0.93,0.825,0.645,0.5,0.41,0.29,0.77,0.625,2.682150676846504,0.10235595703125,0.0
63,0.155,0.92,0.8,0.65,0.465,0.395,0.255,0.71,0.575,2.6354611217975616,0.1045074462890625,0.0
64,0.135,0.865,0.75,0.61,0.42,0.31,0.225,0.685,0.57,2.588376097381115,0.10430908203125,0.0
65,0.17,0.92,0.82,0.64,0.45,0.36,0.245,0.755,0.61,2.5431149639189243,0.10491943359375,0.0
66,0.175,0.89,0.81,0.66,0.445,0.335,0.235,0.745,0.585,2.496484573930502,0.1085052490234375,0.0
67,0.19,0.91,0.815,0.605,0.45,0.355,0.245,0.735,0.6,2.4611331671476364,0.107086181640625,0.0
68,0.19,0.9,0.795,0.605,0.375,0.32,0.235,0.67,0.52,2.4071285650134087,0.110626220703125,0.0
69,0.13,0.865,0.755,0.605,0.41,0.305,0.21,0.655,0.55,2.355184990912676,0.1135101318359375,0.0
70,0.17,0.925,0.76,0.66,0.42,0.345,0.235,0.71,0.55,2.324904341250658,0.114776611328125,0.0
71,0.165,0.9,0.775,0.58,0.44,0.355,0.26,0.7,0.57,2.288141902536154,0.1157989501953125,0.0
72,0.16,0.865,0.78,0.61,0.405,0.34,0.23,0.685,0.57,2.256852723658085,0.118255615234375,0.0
73,0.175,0.92,0.755,0.67,0.45,0.305,0.275,0.72,0.575,2.208574742078781,0.119049072265625,0.0
74,0.175,0.915,0.805,0.635,0.46,0.37,0.245,0.68,0.565,2.1724400091916323,0.1213531494140625,0.0
75,0.155,0.88,0.775,0.585,0.46,0.37,0.25,0.68,0.565,2.130185818299651,0.1204833984375,0.0
76,0.165,0.92,0.82,0.6,0.43,0.305,0.265,0.695,0.535,2.109093265607953,0.1226348876953125,0.0
77,0.15,0.87,0.775,0.545,0.43,0.315,0.23,0.64,0.525,2.060567557811737,0.123565673828125,0.0
78,0.155,0.915,0.815,0.58,0.45,0.355,0.26,0.695,0.555,2.040454337373376,0.1242828369140625,0.0
79,0.13,0.895,0.735,0.59,0.405,0.275,0.235,0.645,0.55,2.010450705885887,0.126861572265625,0.0
80,0.15,0.895,0.77,0.58,0.395,0.275,0.195,0.665,0.565,1.9775640834122896,0.1265411376953125,0.0
81,0.145,0.9,0.755,0.575,0.385,0.3,0.225,0.67,0.52,1.9412596710026264,0.1278533935546875,0.0
82,0.17,0.91,0.705,0.61,0.405,0.31,0.235,0.66,0.54,1.9248642027378082,0.12896728515625,0.0
83,0.18,0.89,0.745,0.62,0.45,0.36,0.245,0.675,0.565,1.8832719568163157,0.12884521484375,0.0
84,0.16,0.9,0.76,0.57,0.355,0.31,0.24,0.65,0.475,1.8689993154257536,0.1309661865234375,0.0
85,0.15,0.875,0.705,0.585,0.39,0.27,0.17,0.635,0.49,1.844301700592041,0.131103515625,0.0
86,0.16,0.87,0.75,0.59,0.405,0.29,0.235,0.66,0.54,1.8060165382921696,0.13330078125,0.0
87,0.175,0.88,0.81,0.575,0.39,0.34,0.235,0.69,0.54,1.7834436278790236,0.132537841796875,0.0
88,0.165,0.855,0.78,0.595,0.4,0.335,0.205,0.7,0.58,1.7577219624072313,0.1374359130859375,0.0
89,0.135,0.885,0.78,0.59,0.375,0.285,0.215,0.655,0.505,1.7386886198073626,0.138031005859375,0.0
90,0.13,0.9,0.77,0.58,0.375,0.27,0.215,0.66,0.53,1.7178560849279165,0.13873291015625,0.0
91,0.155,0.875,0.8,0.65,0.435,0.325,0.24,0.695,0.565,1.694752125069499,0.1396484375,0.0
92,0.17,0.925,0.79,0.64,0.45,0.365,0.245,0.69,0.55,1.6886239983141422,0.1398162841796875,0.0
93,0.125,0.865,0.78,0.6,0.395,0.315,0.21,0.695,0.525,1.6614687833935022,0.137542724609375,0.0
94,0.135,0.885,0.79,0.615,0.41,0.33,0.235,0.675,0.545,1.6441427413374186,0.14166259765625,0.0
95,0.155,0.885,0.735,0.605,0.42,0.36,0.23,0.675,0.55,1.620745699852705,0.141357421875,0.0
96,0.16,0.88,0.77,0.605,0.41,0.335,0.245,0.675,0.535,1.6084471307694912,0.142181396484375,0.0
97,0.175,0.86,0.79,0.62,0.48,0.345,0.225,0.705,0.595,1.5943995732814074,0.1420745849609375,0.0
98,0.15,0.905,0.78,0.615,0.405,0.335,0.24,0.69,0.53,1.5654443874955177,0.1438446044921875,0.0
99,0.145,0.865,0.72,0.58,0.385,0.295,0.235,0.645,0.52,1.546881590038538,0.1464080810546875,0.0
100,0.15,0.845,0.75,0.605,0.415,0.33,0.23,0.665,0.515,1.5397190190851688,0.14495849609375,0.0
27,0.27,0.91,0.84,0.685,0.53,0.445,0.32,0.76,0.665,4.985634796321392,0.0326690673828125,0.0
