epoch,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc,train_loss,train_accuracy,test_loss
1,0.005,0.5,0.27,0.1,0.025,0.025,0.005,0.105,0.055,7.133147232234478,0.000762939453125,0.0
2,0.01,0.64,0.44,0.155,0.05,0.03,0.025,0.25,0.095,6.937113367021084,0.00054931640625,0.0
3,0.095,0.84,0.69,0.44,0.25,0.225,0.1,0.52,0.38,6.488443747162819,0.002655029296875,0.0
4,0.13,0.925,0.78,0.63,0.41,0.315,0.2,0.705,0.57,6.041863828897476,0.006927490234375,0.0
5,0.135,0.91,0.81,0.705,0.46,0.34,0.235,0.77,0.63,5.73897210508585,0.0096282958984375,0.0
6,0.15,0.94,0.8,0.68,0.465,0.335,0.25,0.78,0.645,5.458943881094456,0.0135345458984375,0.0
7,0.155,0.93,0.89,0.69,0.49,0.4,0.23,0.765,0.655,5.166979059576988,0.01727294921875,0.0
8,0.18,0.91,0.86,0.7,0.51,0.385,0.28,0.805,0.7,4.863578237593174,0.0222015380859375,0.0
9,0.215,0.94,0.85,0.74,0.555,0.415,0.29,0.805,0.675,4.555527433753014,0.0282440185546875,0.0
10,0.205,0.92,0.88,0.715,0.545,0.425,0.305,0.81,0.715,4.228101007640362,0.0359954833984375,0.0
11,0.195,0.905,0.825,0.745,0.53,0.375,0.285,0.785,0.71,3.916720349341631,0.0438079833984375,0.0
12,0.21,0.91,0.84,0.73,0.545,0.455,0.315,0.785,0.68,3.6213102266192436,0.0504913330078125,0.0
13,0.2,0.955,0.83,0.72,0.535,0.41,0.32,0.83,0.67,3.32490898296237,0.059600830078125,0.0
14,0.195,0.935,0.85,0.715,0.54,0.43,0.35,0.805,0.69,3.0555673465132713,0.065826416015625,0.0
15,0.245,0.945,0.845,0.735,0.55,0.435,0.315,0.825,0.7,2.7873693481087685,0.0749053955078125,0.0
16,0.19,0.925,0.84,0.735,0.53,0.445,0.285,0.81,0.69,2.5368887297809124,0.0850830078125,0.0
17,0.21,0.915,0.86,0.725,0.52,0.4,0.295,0.815,0.67,2.3138567470014095,0.093170166015625,0.0
18,0.195,0.94,0.845,0.675,0.525,0.37,0.28,0.785,0.64,2.088175844401121,0.103759765625,0.0
19,0.2,0.915,0.85,0.72,0.525,0.455,0.29,0.785,0.665,1.8858581874519587,0.113037109375,0.0
20,0.165,0.935,0.88,0.665,0.535,0.405,0.28,0.765,0.665,1.6873040795326233,0.120941162109375,0.0
21,0.21,0.93,0.83,0.705,0.515,0.425,0.3,0.77,0.63,1.5166296269744635,0.13397216796875,0.0
22,0.215,0.925,0.84,0.745,0.505,0.405,0.335,0.765,0.655,1.3581689652055502,0.141815185546875,0.0
23,0.18,0.93,0.85,0.675,0.515,0.425,0.275,0.775,0.655,1.2202900927513838,0.15057373046875,0.0
24,0.2,0.925,0.84,0.66,0.53,0.42,0.305,0.785,0.67,1.098197866231203,0.158233642578125,0.0
25,0.215,0.935,0.875,0.705,0.515,0.41,0.325,0.77,0.67,0.9903451288118958,0.16522216796875,0.0
26,0.21,0.955,0.845,0.695,0.555,0.45,0.3,0.765,0.67,0.8932837583124638,0.1752777099609375,0.0
27,0.255,0.94,0.86,0.67,0.54,0.47,0.355,0.785,0.685,0.8104900820180774,0.1836090087890625,0.0
28,0.23,0.915,0.805,0.7,0.53,0.395,0.29,0.775,0.655,0.745294751599431,0.189727783203125,0.0
29,0.185,0.96,0.83,0.66,0.525,0.395,0.295,0.78,0.655,0.689723439514637,0.194580078125,0.0
30,0.21,0.9,0.84,0.66,0.505,0.415,0.305,0.755,0.675,0.6474933326244354,0.19964599609375,0.0
31,0.22,0.92,0.84,0.7,0.525,0.38,0.285,0.74,0.665,0.600947093218565,0.204925537109375,0.0
32,0.21,0.93,0.85,0.7,0.52,0.395,0.3,0.76,0.63,0.5672711692750454,0.2114410400390625,0.0
33,0.195,0.905,0.82,0.655,0.495,0.415,0.285,0.765,0.645,0.5368954795412719,0.2169647216796875,0.0
34,0.22,0.945,0.855,0.705,0.515,0.42,0.34,0.77,0.65,0.5070985634811223,0.2199249267578125,0.0
35,0.195,0.945,0.835,0.695,0.495,0.4,0.285,0.73,0.645,0.480939116794616,0.222930908203125,0.0
36,0.185,0.91,0.83,0.65,0.525,0.41,0.265,0.76,0.635,0.45893858186900616,0.227783203125,0.0
37,0.195,0.93,0.84,0.655,0.53,0.355,0.29,0.745,0.63,0.4418327840976417,0.2282257080078125,0.0
38,0.205,0.92,0.8,0.67,0.51,0.36,0.28,0.77,0.665,0.42758719995617867,0.233184814453125,0.0
39,0.16,0.92,0.83,0.685,0.515,0.37,0.275,0.76,0.645,0.4136859723366797,0.236175537109375,0.0
40,0.185,0.93,0.835,0.7,0.495,0.395,0.275,0.77,0.66,0.39961488638073206,0.2397003173828125,0.0
27,0.255,0.94,0.86,0.67,0.54,0.47,0.355,0.785,0.685,0.8104900820180774,0.1836090087890625,0.0
