epoch,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc,train_loss,train_accuracy,test_loss
1,0.005,0.485,0.28,0.1,0.025,0.01,0.005,0.105,0.045,6.978259712457657,0.000457763671875,0.0
2,0.01,0.585,0.34,0.135,0.065,0.045,0.015,0.155,0.1,6.8776376992464066,0.0015869140625,0.0
3,0.045,0.71,0.475,0.265,0.11,0.1,0.055,0.255,0.175,6.522250019013882,0.0041351318359375,0.0
4,0.06,0.78,0.56,0.3,0.17,0.14,0.07,0.365,0.21,6.337573565542698,0.0059051513671875,0.0
5,0.06,0.805,0.705,0.42,0.2,0.16,0.085,0.51,0.31,6.2233652099967,0.0074462890625,0.0
6,0.08,0.92,0.78,0.565,0.31,0.235,0.14,0.665,0.495,6.131810300052166,0.0091400146484375,0.0
7,0.1,0.94,0.825,0.69,0.425,0.32,0.185,0.73,0.57,6.058739684522152,0.0099334716796875,0.0
8,0.14,0.91,0.83,0.68,0.47,0.345,0.26,0.78,0.635,5.989323243498802,0.0108642578125,0.0
9,0.175,0.945,0.865,0.7,0.48,0.36,0.255,0.795,0.625,5.924018234014511,0.0126495361328125,0.0
10,0.235,0.97,0.835,0.685,0.545,0.43,0.335,0.78,0.645,5.866045944392681,0.013092041015625,0.0
11,0.23,0.965,0.87,0.73,0.53,0.415,0.28,0.825,0.675,5.8017585426568985,0.0150299072265625,0.0
12,0.195,0.95,0.885,0.725,0.51,0.39,0.29,0.81,0.655,5.746214844286442,0.015533447265625,0.0
13,0.195,0.945,0.84,0.69,0.5,0.41,0.29,0.795,0.68,5.6895680502057076,0.0171966552734375,0.0
14,0.225,0.945,0.88,0.7,0.54,0.43,0.31,0.83,0.685,5.62643451243639,0.01861572265625,0.0
15,0.23,0.94,0.84,0.745,0.57,0.465,0.355,0.82,0.715,5.57228971272707,0.019287109375,0.0
16,0.245,0.94,0.845,0.75,0.535,0.42,0.335,0.83,0.705,5.512913845479488,0.0213165283203125,0.0
17,0.265,0.955,0.885,0.77,0.575,0.445,0.325,0.85,0.7,5.4546365067362785,0.022247314453125,0.0
18,0.275,0.935,0.875,0.75,0.545,0.505,0.34,0.84,0.7,5.393989287316799,0.0237274169921875,0.0
19,0.26,0.975,0.9,0.77,0.59,0.475,0.38,0.85,0.71,5.332565821707249,0.0251617431640625,0.0
