epoch,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc,train_loss,train_accuracy,test_loss
1,0.005,0.535,0.305,0.11,0.035,0.02,0.01,0.14,0.055,6.872247971594334,0.00164794921875,0.0
2,0.005,0.535,0.28,0.125,0.035,0.015,0.01,0.145,0.06,6.389649420976639,0.0040740966796875,0.0
3,0.01,0.605,0.345,0.165,0.045,0.04,0.015,0.175,0.11,6.099279560148716,0.0059356689453125,0.0
4,0.025,0.705,0.43,0.27,0.125,0.09,0.06,0.295,0.17,5.918924458324909,0.0081024169921875,0.0
5,0.065,0.82,0.595,0.42,0.2,0.145,0.11,0.475,0.34,5.789568863809109,0.0097198486328125,0.0
6,0.085,0.9,0.735,0.5,0.32,0.28,0.145,0.58,0.45,5.689140230417252,0.0110931396484375,0.0
7,0.095,0.905,0.775,0.635,0.39,0.315,0.18,0.68,0.505,5.605029881000519,0.012969970703125,0.0
8,0.145,0.91,0.855,0.61,0.4,0.265,0.235,0.7,0.52,5.53051071614027,0.0137481689453125,0.0
9,0.155,0.915,0.84,0.625,0.43,0.285,0.23,0.72,0.57,5.4606553837656975,0.0147705078125,0.0
10,0.135,0.9,0.835,0.62,0.39,0.285,0.2,0.675,0.54,5.404225796461105,0.014892578125,0.0
11,0.15,0.925,0.8,0.65,0.41,0.35,0.195,0.7,0.575,5.345800347626209,0.0161590576171875,0.0
12,0.14,0.91,0.765,0.65,0.435,0.345,0.225,0.725,0.565,5.295681908726692,0.016845703125,0.0
13,0.145,0.9,0.8,0.685,0.445,0.325,0.25,0.73,0.6,5.246295280754566,0.017486572265625,0.0
14,0.14,0.93,0.785,0.63,0.41,0.32,0.21,0.71,0.58,5.203069873154163,0.0182647705078125,0.0
15,0.15,0.92,0.805,0.65,0.455,0.31,0.22,0.7,0.575,5.157402165234089,0.019073486328125,0.0
16,0.14,0.94,0.805,0.64,0.425,0.34,0.225,0.69,0.58,5.121172621846199,0.0192108154296875,0.0
17,0.14,0.92,0.82,0.59,0.43,0.365,0.225,0.725,0.565,5.0811455845832825,0.020111083984375,0.0
18,0.14,0.965,0.825,0.635,0.445,0.35,0.23,0.715,0.575,5.041982106864452,0.0201568603515625,0.0
19,0.145,0.905,0.82,0.62,0.45,0.375,0.225,0.73,0.61,5.014258958399296,0.0207366943359375,0.0
20,0.17,0.91,0.8,0.63,0.455,0.355,0.24,0.73,0.59,4.982053875923157,0.02093505859375,0.0
21,0.16,0.92,0.82,0.63,0.44,0.355,0.255,0.725,0.585,4.947444722056389,0.0219268798828125,0.0
22,0.145,0.93,0.825,0.635,0.44,0.375,0.25,0.745,0.595,4.919220618903637,0.022247314453125,0.0
23,0.145,0.9,0.805,0.705,0.44,0.315,0.215,0.735,0.575,4.8900782242417336,0.02215576171875,0.0
24,0.15,0.91,0.835,0.6,0.43,0.35,0.225,0.72,0.57,4.864286661148071,0.0229949951171875,0.0
25,0.155,0.955,0.785,0.635,0.44,0.325,0.245,0.745,0.595,4.835157752037048,0.0236358642578125,0.0
26,0.14,0.935,0.835,0.605,0.44,0.3,0.23,0.725,0.59,4.80399364978075,0.0243377685546875,0.0
27,0.15,0.915,0.79,0.625,0.45,0.35,0.21,0.725,0.56,4.784503482282162,0.0244903564453125,0.0
28,0.16,0.93,0.815,0.65,0.435,0.335,0.245,0.74,0.61,4.764559380710125,0.0244598388671875,0.0
29,0.155,0.92,0.82,0.64,0.43,0.355,0.23,0.71,0.575,4.7370298728346825,0.024658203125,0.0
30,0.155,0.915,0.825,0.67,0.46,0.325,0.235,0.7,0.565,4.715463615953922,0.0250244140625,0.0
31,0.16,0.905,0.785,0.65,0.44,0.35,0.26,0.73,0.595,4.69444815069437,0.0255126953125,0.0
32,0.165,0.93,0.82,0.63,0.425,0.305,0.265,0.745,0.575,4.670600973069668,0.0255279541015625,0.0
33,0.165,0.945,0.795,0.665,0.42,0.365,0.26,0.715,0.61,4.642482981085777,0.0277099609375,0.0
34,0.17,0.92,0.825,0.645,0.435,0.38,0.265,0.725,0.55,4.6347208097577095,0.0251617431640625,0.0
35,0.155,0.915,0.785,0.605,0.43,0.3,0.24,0.735,0.555,4.610561177134514,0.0272369384765625,0.0
36,0.175,0.955,0.775,0.61,0.43,0.32,0.245,0.7,0.56,4.5914333909749985,0.025604248046875,0.0
37,0.17,0.89,0.83,0.64,0.43,0.365,0.225,0.73,0.595,4.578689321875572,0.02728271484375,0.0
38,0.17,0.915,0.82,0.665,0.44,0.325,0.235,0.735,0.58,4.547379218041897,0.0278778076171875,0.0
39,0.155,0.92,0.775,0.595,0.42,0.335,0.235,0.71,0.585,4.54193689674139,0.027984619140625,0.0
40,0.165,0.9,0.835,0.655,0.405,0.32,0.215,0.725,0.565,4.5148932337760925,0.0277099609375,0.0
36,0.175,0.955,0.775,0.61,0.43,0.32,0.245,0.7,0.56,4.5914333909749985,0.025604248046875,0.0
