epoch,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc,train_loss,train_accuracy,test_loss
1,0.005,0.485,0.24,0.095,0.025,0.025,0.01,0.1,0.04,6.982855163514614,0.0006103515625,0.0
2,0.005,0.61,0.295,0.12,0.03,0.045,0.015,0.135,0.09,6.921172887086868,0.000885009765625,0.0
3,0.015,0.68,0.41,0.205,0.06,0.055,0.025,0.235,0.12,6.7386079877614975,0.0018463134765625,0.0
4,0.035,0.695,0.495,0.315,0.11,0.09,0.055,0.35,0.205,6.558238796889782,0.0031280517578125,0.0
5,0.04,0.755,0.545,0.37,0.135,0.105,0.065,0.33,0.21,6.435485765337944,0.004180908203125,0.0
6,0.055,0.835,0.61,0.435,0.165,0.125,0.08,0.47,0.32,6.342030718922615,0.0053253173828125,0.0
7,0.085,0.815,0.695,0.52,0.245,0.2,0.11,0.555,0.42,6.262661315500736,0.005767822265625,0.0
8,0.105,0.87,0.79,0.565,0.305,0.26,0.16,0.645,0.495,6.188915640115738,0.007049560546875,0.0
9,0.115,0.86,0.72,0.51,0.335,0.245,0.17,0.64,0.455,6.123090662062168,0.0077972412109375,0.0
10,0.135,0.875,0.735,0.56,0.375,0.28,0.185,0.62,0.5,6.0557238683104515,0.0091552734375,0.0
11,0.14,0.9,0.74,0.605,0.375,0.29,0.205,0.62,0.46,5.988121047616005,0.0100860595703125,0.0
12,0.12,0.9,0.82,0.585,0.385,0.315,0.225,0.705,0.54,5.925430826842785,0.0115814208984375,0.0
13,0.17,0.9,0.78,0.57,0.37,0.31,0.235,0.685,0.49,5.863106399774551,0.01300048828125,0.0
14,0.13,0.86,0.76,0.545,0.385,0.28,0.2,0.655,0.495,5.800375759601593,0.0132293701171875,0.0
15,0.16,0.92,0.805,0.61,0.435,0.32,0.21,0.7,0.545,5.744304709136486,0.0146484375,0.0
16,0.125,0.88,0.77,0.59,0.43,0.32,0.235,0.67,0.53,5.683944649994373,0.016693115234375,0.0
17,0.17,0.9,0.81,0.6,0.39,0.29,0.245,0.69,0.535,5.623979404568672,0.0172882080078125,0.0
18,0.175,0.91,0.76,0.6,0.4,0.295,0.265,0.675,0.52,5.562417544424534,0.018768310546875,0.0
19,0.125,0.89,0.8,0.655,0.39,0.29,0.185,0.66,0.52,5.49947465211153,0.019287109375,0.0
20,0.135,0.9,0.815,0.58,0.395,0.32,0.19,0.695,0.515,5.438682027161121,0.021942138671875,0.0
21,0.14,0.895,0.79,0.62,0.42,0.315,0.255,0.7,0.555,5.371863812208176,0.0226287841796875,0.0
22,0.18,0.915,0.775,0.63,0.395,0.315,0.255,0.695,0.53,5.307293929159641,0.02508544921875,0.0
23,0.155,0.935,0.79,0.6,0.425,0.315,0.23,0.665,0.52,5.244311384856701,0.02655029296875,0.0
24,0.175,0.91,0.795,0.655,0.42,0.4,0.235,0.695,0.555,5.175526410341263,0.027862548828125,0.0
25,0.185,0.88,0.825,0.65,0.445,0.34,0.265,0.725,0.555,5.113926365971565,0.0291595458984375,0.0
26,0.17,0.9,0.8,0.63,0.445,0.36,0.25,0.725,0.605,5.035061940550804,0.031646728515625,0.0
27,0.175,0.905,0.795,0.635,0.405,0.35,0.245,0.685,0.565,4.9694949090480804,0.032806396484375,0.0
28,0.185,0.925,0.795,0.595,0.415,0.33,0.3,0.65,0.54,4.897115379571915,0.03485107421875,0.0
29,0.175,0.885,0.77,0.6,0.41,0.315,0.235,0.705,0.53,4.828676402568817,0.0368499755859375,0.0
30,0.165,0.895,0.765,0.675,0.405,0.355,0.255,0.68,0.545,4.754273630678654,0.0397491455078125,0.0
31,0.2,0.92,0.78,0.615,0.48,0.375,0.26,0.695,0.595,4.685758613049984,0.041015625,0.0
32,0.175,0.915,0.805,0.605,0.435,0.365,0.235,0.685,0.575,4.607440635561943,0.0426025390625,0.0
33,0.17,0.925,0.725,0.65,0.42,0.35,0.27,0.71,0.54,4.533792354166508,0.0442657470703125,0.0
34,0.185,0.91,0.79,0.62,0.475,0.375,0.255,0.72,0.58,4.460691452026367,0.0464324951171875,0.0
35,0.16,0.885,0.79,0.6,0.445,0.335,0.225,0.68,0.555,4.381548427045345,0.0495452880859375,0.0
36,0.225,0.905,0.765,0.61,0.44,0.365,0.26,0.705,0.575,4.305971674621105,0.0523834228515625,0.0
37,0.18,0.895,0.805,0.61,0.46,0.35,0.255,0.655,0.57,4.229767896234989,0.0536041259765625,0.0
38,0.215,0.905,0.755,0.67,0.455,0.39,0.25,0.74,0.6,4.149944085627794,0.0563201904296875,0.0
39,0.2,0.925,0.845,0.65,0.445,0.365,0.28,0.705,0.575,4.080328349024057,0.057769775390625,0.0
40,0.14,0.895,0.755,0.59,0.415,0.365,0.195,0.67,0.53,4.008968107402325,0.0602264404296875,0.0
41,0.205,0.9,0.805,0.585,0.415,0.375,0.29,0.685,0.54,3.931363519281149,0.0626983642578125,0.0
