epoch,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc,train_loss,train_accuracy,test_loss
1,0.005,0.455,0.245,0.135,0.025,0.02,0.02,0.095,0.05,7.241923660039902,0.0006103515625,0.0
2,0.01,0.525,0.315,0.13,0.035,0.02,0.015,0.14,0.085,6.830773912370205,0.0011749267578125,0.0
3,0.015,0.745,0.52,0.305,0.13,0.075,0.035,0.335,0.205,6.25663323700428,0.0040283203125,0.0
4,0.08,0.81,0.695,0.45,0.235,0.17,0.115,0.485,0.39,5.844552233815193,0.0071563720703125,0.0
5,0.15,0.89,0.805,0.62,0.38,0.32,0.19,0.675,0.495,5.59244716912508,0.0097808837890625,0.0
6,0.17,0.88,0.765,0.525,0.39,0.325,0.23,0.69,0.505,5.397403858602047,0.012451171875,0.0
7,0.135,0.9,0.825,0.645,0.435,0.34,0.225,0.735,0.59,5.2471969202160835,0.014801025390625,0.0
8,0.23,0.965,0.81,0.71,0.51,0.405,0.315,0.8,0.645,5.095769725739956,0.0170745849609375,0.0
9,0.18,0.94,0.83,0.73,0.465,0.395,0.235,0.77,0.665,4.968415804207325,0.020172119140625,0.0
10,0.205,0.94,0.84,0.67,0.475,0.39,0.28,0.8,0.63,4.8322878405451775,0.022491455078125,0.0
11,0.2,0.96,0.865,0.69,0.51,0.405,0.3,0.8,0.64,4.7045517191290855,0.0239410400390625,0.0
12,0.21,0.96,0.855,0.73,0.49,0.4,0.295,0.805,0.625,4.574351318180561,0.0258941650390625,0.0
13,0.22,0.945,0.855,0.725,0.54,0.4,0.325,0.785,0.675,4.449756644666195,0.029449462890625,0.0
14,0.22,0.92,0.85,0.72,0.52,0.385,0.3,0.805,0.65,4.328176207840443,0.031768798828125,0.0
15,0.23,0.97,0.855,0.695,0.525,0.42,0.31,0.795,0.63,4.206917196512222,0.03399658203125,0.0
16,0.245,0.94,0.85,0.72,0.51,0.41,0.34,0.81,0.655,4.08909110724926,0.035308837890625,0.0
17,0.24,0.89,0.845,0.725,0.56,0.46,0.335,0.82,0.68,3.9820617996156216,0.0385894775390625,0.0
18,0.26,0.95,0.84,0.75,0.54,0.45,0.325,0.8,0.67,3.8695715591311455,0.039581298828125,0.0
19,0.22,0.925,0.875,0.7,0.55,0.42,0.315,0.82,0.695,3.7547069042921066,0.0425567626953125,0.0
20,0.255,0.94,0.865,0.67,0.585,0.42,0.32,0.805,0.68,3.6535424515604973,0.044342041015625,0.0
21,0.255,0.925,0.865,0.72,0.545,0.475,0.355,0.82,0.66,3.549448698759079,0.0485992431640625,0.0
22,0.27,0.94,0.89,0.73,0.59,0.46,0.385,0.83,0.695,3.447534181177616,0.0500640869140625,0.0
23,0.225,0.93,0.83,0.72,0.505,0.435,0.315,0.805,0.705,3.3532677218317986,0.05181884765625,0.0
24,0.235,0.955,0.87,0.705,0.505,0.395,0.3,0.785,0.665,3.2678666301071644,0.05535888671875,0.0
25,0.255,0.95,0.81,0.715,0.545,0.5,0.325,0.815,0.695,3.1724159009754658,0.057464599609375,0.0
26,0.23,0.935,0.865,0.7,0.55,0.38,0.29,0.795,0.69,3.0922127701342106,0.05950927734375,0.0
27,0.235,0.94,0.86,0.74,0.54,0.44,0.32,0.805,0.645,3.0017380230128765,0.0616302490234375,0.0
28,0.23,0.94,0.87,0.675,0.525,0.415,0.285,0.765,0.63,2.9210082292556763,0.0650177001953125,0.0
29,0.24,0.935,0.85,0.735,0.54,0.405,0.28,0.83,0.695,2.8476690724492073,0.06719970703125,0.0
30,0.255,0.95,0.88,0.75,0.525,0.45,0.31,0.8,0.675,2.761915422976017,0.069915771484375,0.0
31,0.21,0.95,0.84,0.695,0.52,0.355,0.295,0.81,0.655,2.696249846369028,0.0723419189453125,0.0
32,0.235,0.945,0.825,0.725,0.53,0.425,0.315,0.805,0.66,2.628074113279581,0.0745086669921875,0.0
33,0.24,0.93,0.85,0.72,0.52,0.425,0.335,0.79,0.67,2.5486807823181152,0.0763092041015625,0.0
34,0.23,0.92,0.835,0.7,0.515,0.425,0.355,0.785,0.645,2.4902807734906673,0.077667236328125,0.0
35,0.255,0.93,0.815,0.655,0.5,0.405,0.32,0.775,0.645,2.434434689581394,0.07989501953125,0.0
36,0.245,0.935,0.82,0.665,0.5,0.365,0.33,0.81,0.655,2.369240589439869,0.082733154296875,0.0
37,0.245,0.945,0.875,0.74,0.505,0.4,0.325,0.805,0.67,2.3012192398309708,0.0833892822265625,0.0
38,0.215,0.955,0.815,0.665,0.535,0.395,0.34,0.775,0.63,2.2493809685111046,0.087310791015625,0.0
39,0.215,0.92,0.795,0.72,0.49,0.395,0.295,0.755,0.62,2.1955107524991035,0.0894012451171875,0.0
40,0.2,0.93,0.85,0.7,0.505,0.38,0.325,0.755,0.655,2.1357351318001747,0.090728759765625,0.0
22,0.27,0.94,0.89,0.73,0.59,0.46,0.385,0.83,0.695,3.447534181177616,0.0500640869140625,0.0
