epoch,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc,train_loss,train_accuracy,test_loss
1,0.01,0.635,0.375,0.18,0.05,0.035,0.02,0.2,0.11,7.143385089933872,0.0007781982421875,0.0
2,0.03,0.815,0.58,0.37,0.145,0.08,0.06,0.425,0.225,6.542151585221291,0.001922607421875,0.0
3,0.095,0.875,0.715,0.51,0.28,0.25,0.14,0.575,0.395,6.024297751486301,0.0049896240234375,0.0
4,0.115,0.925,0.75,0.585,0.365,0.295,0.175,0.605,0.5,5.598834857344627,0.0097198486328125,0.0
5,0.15,0.94,0.78,0.67,0.43,0.335,0.23,0.705,0.565,5.224464535713196,0.015350341796875,0.0
6,0.18,0.91,0.81,0.68,0.46,0.375,0.25,0.74,0.595,4.903164811432362,0.02069091796875,0.0
7,0.2,0.92,0.815,0.68,0.49,0.38,0.28,0.755,0.62,4.581291191279888,0.0267791748046875,0.0
8,0.155,0.905,0.81,0.615,0.405,0.315,0.215,0.74,0.555,4.267705619335175,0.0340576171875,0.0
9,0.205,0.965,0.835,0.685,0.47,0.37,0.27,0.77,0.625,3.950236290693283,0.04095458984375,0.0
10,0.19,0.91,0.86,0.69,0.48,0.395,0.275,0.76,0.61,3.6237515658140182,0.050628662109375,0.0
11,0.185,0.91,0.805,0.67,0.46,0.38,0.24,0.76,0.625,3.313128836452961,0.0600738525390625,0.0
12,0.2,0.94,0.86,0.71,0.455,0.365,0.265,0.755,0.62,2.974629946053028,0.0712890625,0.0
13,0.16,0.915,0.825,0.655,0.445,0.35,0.25,0.73,0.57,2.6600201204419136,0.081268310546875,0.0
14,0.2,0.935,0.835,0.63,0.505,0.405,0.28,0.765,0.63,2.377137590199709,0.0927581787109375,0.0
15,0.185,0.93,0.795,0.67,0.47,0.335,0.255,0.735,0.59,2.080907192081213,0.104827880859375,0.0
16,0.18,0.925,0.84,0.64,0.445,0.33,0.245,0.705,0.615,1.8218746334314346,0.11822509765625,0.0
17,0.175,0.935,0.835,0.665,0.485,0.415,0.25,0.755,0.605,1.5639367494732141,0.1304473876953125,0.0
18,0.165,0.925,0.805,0.605,0.46,0.35,0.245,0.725,0.555,1.342585563659668,0.1425323486328125,0.0
19,0.175,0.91,0.75,0.645,0.44,0.34,0.215,0.72,0.56,1.1395507054403424,0.1544189453125,0.0
20,0.18,0.935,0.8,0.69,0.495,0.37,0.295,0.76,0.625,0.9575902111828327,0.1663360595703125,0.0
21,0.17,0.895,0.79,0.61,0.45,0.33,0.275,0.72,0.57,0.8010082021355629,0.181243896484375,0.0
22,0.165,0.865,0.795,0.66,0.43,0.37,0.26,0.715,0.575,0.6625326350331306,0.1925201416015625,0.0
23,0.19,0.915,0.81,0.605,0.415,0.335,0.265,0.72,0.575,0.5604113042354584,0.203460693359375,0.0
24,0.17,0.915,0.825,0.65,0.46,0.365,0.245,0.69,0.55,0.4815267655067146,0.2140350341796875,0.0
25,0.2,0.91,0.8,0.66,0.47,0.415,0.275,0.72,0.61,0.41426464496180415,0.2216644287109375,0.0
26,0.155,0.92,0.79,0.605,0.445,0.38,0.225,0.72,0.6,0.3618270670995116,0.228485107421875,0.0
27,0.16,0.925,0.8,0.66,0.45,0.355,0.22,0.695,0.59,0.3248177426867187,0.23590087890625,0.0
28,0.145,0.925,0.745,0.615,0.43,0.4,0.235,0.715,0.58,0.29400317929685116,0.2401275634765625,0.0
29,0.185,0.9,0.83,0.61,0.43,0.365,0.265,0.715,0.585,0.2690584068186581,0.244964599609375,0.0
30,0.165,0.92,0.82,0.665,0.46,0.355,0.205,0.695,0.6,0.25021513155661523,0.2490386962890625,0.0
31,0.165,0.905,0.815,0.62,0.405,0.335,0.27,0.72,0.575,0.23588672745972872,0.253082275390625,0.0
32,0.16,0.925,0.765,0.6,0.445,0.34,0.2,0.7,0.585,0.22679246123880148,0.2562408447265625,0.0
33,0.185,0.94,0.8,0.625,0.44,0.365,0.25,0.735,0.61,0.2165671323891729,0.259246826171875,0.0
34,0.185,0.91,0.77,0.635,0.455,0.35,0.245,0.68,0.58,0.20436130068264902,0.2617340087890625,0.0
35,0.17,0.88,0.765,0.58,0.425,0.365,0.265,0.72,0.59,0.19748068694025278,0.264068603515625,0.0
36,0.14,0.935,0.805,0.575,0.415,0.295,0.215,0.725,0.575,0.19066551211290061,0.2661895751953125,0.0
37,0.16,0.93,0.735,0.605,0.405,0.345,0.25,0.705,0.55,0.18757675355300307,0.2661590576171875,0.0
38,0.16,0.895,0.795,0.55,0.415,0.38,0.28,0.675,0.585,0.183584060985595,0.2692413330078125,0.0
39,0.15,0.9,0.78,0.575,0.41,0.325,0.265,0.675,0.575,0.18068560236133635,0.2683868408203125,0.0
40,0.165,0.915,0.805,0.615,0.445,0.365,0.225,0.69,0.585,0.17731244233436882,0.2691650390625,0.0
9,0.205,0.965,0.835,0.685,0.47,0.37,0.27,0.77,0.625,3.950236290693283,0.04095458984375,0.0
