epoch,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc,train_loss,train_accuracy,test_loss
60,0.365,0.97,0.925,0.845,0.69,0.59,0.45,0.9,0.84,2.438544873148203,0.1219329833984375,0.0
61,0.365,0.98,0.93,0.825,0.7,0.605,0.475,0.915,0.82,2.399231441318989,0.1246337890625,0.0
62,0.385,0.935,0.89,0.815,0.68,0.575,0.5,0.88,0.825,2.353175312280655,0.1274261474609375,0.0
63,0.395,0.965,0.925,0.81,0.68,0.565,0.485,0.91,0.81,2.305848490446806,0.129913330078125,0.0
64,0.395,0.94,0.9,0.78,0.665,0.58,0.465,0.89,0.81,2.252301037311554,0.1310577392578125,0.0
65,0.37,0.96,0.945,0.81,0.665,0.6,0.455,0.91,0.805,2.21142590790987,0.1341400146484375,0.0
66,0.365,0.945,0.92,0.825,0.705,0.575,0.47,0.905,0.805,2.171445582062006,0.1352386474609375,0.0
67,0.38,0.955,0.93,0.815,0.695,0.63,0.465,0.89,0.795,2.1239673048257828,0.1354522705078125,0.0
68,0.38,0.97,0.905,0.815,0.685,0.58,0.465,0.91,0.825,2.085322743281722,0.136474609375,0.0
69,0.39,0.945,0.89,0.8,0.675,0.545,0.475,0.895,0.785,2.04065502807498,0.1406707763671875,0.0
70,0.39,0.955,0.905,0.84,0.665,0.56,0.475,0.87,0.77,2.004003167152405,0.14129638671875,0.0
71,0.365,0.955,0.89,0.83,0.7,0.57,0.445,0.885,0.795,1.9661416038870811,0.142303466796875,0.0
72,0.36,0.955,0.89,0.815,0.645,0.55,0.46,0.87,0.8,1.934139559045434,0.1443939208984375,0.0
73,0.37,0.955,0.88,0.805,0.675,0.645,0.465,0.875,0.76,1.8946469593793154,0.1458740234375,0.0
74,0.355,0.96,0.89,0.84,0.65,0.57,0.43,0.9,0.79,1.8632736187428236,0.145416259765625,0.0
75,0.405,0.95,0.93,0.84,0.7,0.585,0.495,0.915,0.81,1.8246204238384962,0.147186279296875,0.0
76,0.37,0.975,0.905,0.815,0.66,0.54,0.47,0.895,0.785,1.7987891677767038,0.1489105224609375,0.0
77,0.37,0.98,0.9,0.79,0.68,0.58,0.435,0.885,0.8,1.7538746446371078,0.1507110595703125,0.0
78,0.355,0.965,0.9,0.82,0.685,0.585,0.45,0.885,0.81,1.726172048598528,0.15380859375,0.0
79,0.365,0.945,0.915,0.83,0.685,0.59,0.435,0.85,0.785,1.7038874886929989,0.153778076171875,0.0
80,0.365,0.96,0.89,0.805,0.68,0.555,0.45,0.89,0.775,1.6744843944907188,0.15472412109375,0.0
81,0.36,0.975,0.89,0.775,0.64,0.51,0.4,0.875,0.755,1.6515182852745056,0.156463623046875,0.0
82,0.345,0.96,0.91,0.79,0.665,0.525,0.44,0.895,0.775,1.6129641812294722,0.15789794921875,0.0
83,0.395,0.98,0.91,0.81,0.665,0.545,0.475,0.89,0.795,1.586435504257679,0.1581268310546875,0.0
84,0.335,0.965,0.89,0.82,0.645,0.57,0.445,0.885,0.79,1.5648532081395388,0.1600799560546875,0.0
85,0.365,0.95,0.9,0.77,0.625,0.565,0.45,0.86,0.78,1.5383237656205893,0.159881591796875,0.0
86,0.38,0.96,0.895,0.845,0.67,0.555,0.49,0.88,0.81,1.512421129271388,0.162872314453125,0.0
87,0.355,0.955,0.895,0.76,0.65,0.515,0.44,0.86,0.775,1.4910669587552547,0.163909912109375,0.0
88,0.395,0.955,0.87,0.825,0.635,0.56,0.465,0.885,0.77,1.4749573860317469,0.1646575927734375,0.0
89,0.34,0.93,0.9,0.775,0.65,0.525,0.42,0.89,0.75,1.4573154151439667,0.1645355224609375,0.0
90,0.36,0.935,0.91,0.805,0.625,0.53,0.43,0.88,0.765,1.4403027202934027,0.165435791015625,0.0
91,0.335,0.95,0.905,0.755,0.64,0.535,0.46,0.885,0.79,1.3964513037353754,0.16748046875,0.0
92,0.32,0.965,0.925,0.76,0.635,0.525,0.425,0.89,0.745,1.391006814315915,0.1687164306640625,0.0
93,0.32,0.96,0.91,0.815,0.675,0.555,0.45,0.865,0.78,1.37268135137856,0.1658477783203125,0.0
94,0.375,0.955,0.88,0.775,0.625,0.54,0.465,0.84,0.76,1.3511294908821583,0.170867919921875,0.0
95,0.335,0.945,0.87,0.795,0.65,0.555,0.45,0.86,0.77,1.342703314498067,0.1678009033203125,0.0
96,0.335,0.935,0.885,0.83,0.64,0.51,0.43,0.86,0.75,1.3202616926282644,0.170623779296875,0.0
97,0.36,0.93,0.88,0.8,0.635,0.55,0.415,0.875,0.78,1.3043193835765123,0.1700897216796875,0.0
98,0.355,0.965,0.905,0.81,0.64,0.55,0.45,0.86,0.765,1.2888976894319057,0.1729583740234375,0.0
99,0.335,0.95,0.89,0.755,0.635,0.5,0.4,0.835,0.74,1.2791223879903555,0.173736572265625,0.0
100,0.305,0.945,0.9,0.805,0.65,0.505,0.415,0.88,0.775,1.266511783003807,0.1723175048828125,0.0
53,0.43,0.94,0.93,0.895,0.715,0.635,0.495,0.935,0.84,2.817199654877186,0.1092529296875,0.0
