epoch,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc,train_loss,train_accuracy,test_loss
1,0.005,0.505,0.285,0.135,0.035,0.035,0.01,0.1,0.06,7.111456491053104,0.00067138671875,0.0
2,0.035,0.8,0.62,0.42,0.175,0.135,0.085,0.43,0.3,6.674644693732262,0.001983642578125,0.0
3,0.13,0.895,0.795,0.61,0.365,0.295,0.185,0.685,0.505,6.182524181902409,0.00567626953125,0.0
4,0.15,0.925,0.83,0.61,0.46,0.37,0.245,0.745,0.6,5.863913014531136,0.0087738037109375,0.0
5,0.205,0.96,0.83,0.71,0.52,0.425,0.305,0.775,0.65,5.59039593487978,0.0118408203125,0.0
6,0.215,0.935,0.87,0.75,0.55,0.405,0.34,0.85,0.695,5.320939555764198,0.015289306640625,0.0
7,0.255,0.97,0.895,0.76,0.545,0.435,0.345,0.815,0.68,5.033385068178177,0.019866943359375,0.0
8,0.27,0.95,0.86,0.72,0.58,0.425,0.395,0.825,0.715,4.723696976900101,0.02581787109375,0.0
9,0.285,0.945,0.92,0.76,0.615,0.49,0.38,0.85,0.74,4.399489134550095,0.0321044921875,0.0
10,0.24,0.93,0.895,0.75,0.615,0.515,0.31,0.86,0.715,4.068214472383261,0.038726806640625,0.0
11,0.27,0.925,0.9,0.76,0.595,0.46,0.415,0.84,0.73,3.7313969284296036,0.048797607421875,0.0
12,0.24,0.935,0.9,0.74,0.615,0.49,0.35,0.84,0.735,3.4167665913701057,0.055511474609375,0.0
13,0.295,0.975,0.89,0.73,0.615,0.505,0.395,0.865,0.755,3.111203119158745,0.065887451171875,0.0
14,0.285,0.98,0.89,0.775,0.63,0.53,0.37,0.885,0.765,2.8273413628339767,0.0739898681640625,0.0
15,0.285,0.98,0.9,0.81,0.63,0.5,0.385,0.85,0.76,2.560969468206167,0.085174560546875,0.0
16,0.24,0.945,0.865,0.76,0.62,0.47,0.35,0.84,0.74,2.3110962379723787,0.093414306640625,0.0
17,0.235,0.97,0.885,0.775,0.615,0.475,0.335,0.835,0.75,2.0689224991947412,0.105255126953125,0.0
18,0.265,0.96,0.85,0.745,0.625,0.48,0.405,0.865,0.72,1.861942721530795,0.1141357421875,0.0
19,0.26,0.95,0.86,0.74,0.62,0.44,0.375,0.85,0.73,1.6577400285750628,0.1251068115234375,0.0
20,0.245,0.985,0.9,0.755,0.62,0.43,0.34,0.85,0.76,1.47228897921741,0.135955810546875,0.0
21,0.29,0.935,0.91,0.78,0.63,0.5,0.43,0.855,0.745,1.3221719674766064,0.1419219970703125,0.0
22,0.25,0.96,0.89,0.795,0.65,0.53,0.34,0.85,0.76,1.1724884454160929,0.155914306640625,0.0
23,0.265,0.94,0.87,0.79,0.62,0.505,0.405,0.85,0.75,1.0522196181118488,0.1622314453125,0.0
24,0.265,0.965,0.885,0.735,0.62,0.51,0.38,0.825,0.735,0.9434044808149338,0.1716461181640625,0.0
25,0.3,0.96,0.895,0.75,0.625,0.5,0.405,0.85,0.74,0.8529575420543551,0.181915283203125,0.0
26,0.28,0.95,0.87,0.805,0.645,0.44,0.395,0.86,0.765,0.7731914082542062,0.189788818359375,0.0
27,0.29,0.95,0.885,0.79,0.62,0.495,0.405,0.84,0.735,0.7058944012969732,0.195587158203125,0.0
28,0.265,0.925,0.885,0.755,0.585,0.485,0.385,0.825,0.73,0.6549431644380093,0.19970703125,0.0
29,0.27,0.96,0.895,0.795,0.59,0.49,0.36,0.86,0.74,0.603612145408988,0.2088775634765625,0.0
30,0.26,0.94,0.9,0.79,0.605,0.525,0.37,0.835,0.725,0.5684023224748671,0.2119293212890625,0.0
31,0.26,0.955,0.895,0.745,0.595,0.43,0.355,0.845,0.735,0.5343331545591354,0.21807861328125,0.0
32,0.26,0.95,0.895,0.755,0.61,0.525,0.375,0.83,0.75,0.5038857716135681,0.2226104736328125,0.0
33,0.22,0.96,0.855,0.735,0.58,0.46,0.315,0.86,0.705,0.4809767040424049,0.2259979248046875,0.0
34,0.27,0.95,0.885,0.76,0.585,0.455,0.37,0.85,0.72,0.45783656276762486,0.2293853759765625,0.0
35,0.235,0.955,0.845,0.765,0.58,0.455,0.315,0.835,0.74,0.4377113194204867,0.2321624755859375,0.0
36,0.2,0.95,0.87,0.735,0.565,0.425,0.325,0.83,0.68,0.42287842463701963,0.237396240234375,0.0
37,0.215,0.935,0.85,0.705,0.59,0.455,0.335,0.8,0.68,0.4081232571043074,0.237579345703125,0.0
38,0.255,0.95,0.84,0.78,0.59,0.46,0.385,0.855,0.72,0.39616122050210834,0.2414703369140625,0.0
39,0.25,0.93,0.86,0.745,0.59,0.44,0.375,0.84,0.715,0.3841114677488804,0.24383544921875,0.0
40,0.255,0.94,0.84,0.735,0.575,0.46,0.365,0.825,0.7,0.3707363116554916,0.24639892578125,0.0
25,0.3,0.96,0.895,0.75,0.625,0.5,0.405,0.85,0.74,0.8529575420543551,0.181915283203125,0.0
