epoch,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc,train_loss,train_accuracy,test_loss
33,0.245,0.96,0.895,0.77,0.61,0.46,0.34,0.865,0.755,4.2515567019581795,0.0563812255859375,0.0
34,0.22,0.925,0.845,0.725,0.59,0.5,0.37,0.87,0.72,4.180084757506847,0.058746337890625,0.0
35,0.255,0.96,0.91,0.795,0.605,0.45,0.35,0.86,0.76,4.10763768106699,0.06256103515625,0.0
36,0.285,0.965,0.88,0.725,0.625,0.51,0.35,0.865,0.735,4.032136749476194,0.0627288818359375,0.0
37,0.26,0.965,0.89,0.755,0.615,0.485,0.36,0.885,0.76,3.949517484754324,0.0679931640625,0.0
38,0.3,0.955,0.89,0.735,0.58,0.5,0.365,0.845,0.73,3.8829570710659027,0.070648193359375,0.0
39,0.29,0.95,0.87,0.775,0.595,0.515,0.415,0.87,0.735,3.810738906264305,0.0704193115234375,0.0
40,0.265,0.97,0.86,0.795,0.585,0.485,0.37,0.835,0.73,3.738602064549923,0.074310302734375,0.0
41,0.295,0.94,0.87,0.75,0.625,0.54,0.38,0.85,0.745,3.665677811950445,0.0776519775390625,0.0
42,0.27,0.945,0.875,0.74,0.59,0.48,0.37,0.825,0.71,3.5959698893129826,0.0802764892578125,0.0
43,0.315,0.95,0.865,0.765,0.63,0.55,0.385,0.84,0.75,3.5216901041567326,0.0818634033203125,0.0
44,0.265,0.945,0.88,0.76,0.585,0.465,0.37,0.82,0.695,3.4558314718306065,0.0840606689453125,0.0
45,0.315,0.94,0.855,0.795,0.615,0.515,0.42,0.87,0.75,3.382936779409647,0.0871429443359375,0.0
46,0.29,0.96,0.895,0.745,0.6,0.48,0.375,0.81,0.73,3.3145024329423904,0.091094970703125,0.0
47,0.25,0.95,0.87,0.74,0.58,0.46,0.335,0.84,0.715,3.2485314197838306,0.09295654296875,0.0
48,0.285,0.95,0.89,0.745,0.6,0.47,0.365,0.86,0.715,3.1808726862072945,0.095123291015625,0.0
49,0.3,0.94,0.875,0.765,0.575,0.46,0.38,0.825,0.715,3.110610704869032,0.096343994140625,0.0
50,0.28,0.93,0.87,0.78,0.61,0.535,0.385,0.845,0.705,3.045996766537428,0.0976409912109375,0.0
51,0.325,0.945,0.89,0.765,0.625,0.515,0.405,0.855,0.74,2.982511695474386,0.103912353515625,0.0
52,0.275,0.93,0.885,0.765,0.615,0.52,0.36,0.82,0.705,2.9166730120778084,0.1041259765625,0.0
53,0.305,0.93,0.86,0.75,0.6,0.5,0.4,0.835,0.735,2.8615510016679764,0.10546875,0.0
54,0.265,0.945,0.88,0.765,0.6,0.48,0.365,0.845,0.735,2.80143379047513,0.108917236328125,0.0
55,0.29,0.955,0.845,0.735,0.625,0.505,0.375,0.83,0.71,2.741695374250412,0.111541748046875,0.0
56,0.275,0.925,0.865,0.77,0.585,0.48,0.375,0.855,0.73,2.6774892769753933,0.1137847900390625,0.0
57,0.27,0.95,0.89,0.75,0.595,0.485,0.37,0.84,0.745,2.6173736080527306,0.1166534423828125,0.0
58,0.275,0.935,0.89,0.73,0.585,0.465,0.39,0.83,0.765,2.5637581534683704,0.118621826171875,0.0
59,0.3,0.95,0.825,0.765,0.59,0.47,0.385,0.835,0.73,2.512734267860651,0.1196441650390625,0.0
60,0.25,0.93,0.895,0.735,0.57,0.49,0.36,0.825,0.7,2.452858094125986,0.1239471435546875,0.0
61,0.265,0.935,0.87,0.73,0.585,0.49,0.355,0.815,0.705,2.412631157785654,0.1229705810546875,0.0
62,0.28,0.955,0.845,0.785,0.57,0.48,0.375,0.84,0.695,2.3655404150485992,0.124755859375,0.0
63,0.28,0.935,0.89,0.725,0.54,0.44,0.38,0.815,0.69,2.3061403669416904,0.127471923828125,0.0
64,0.295,0.955,0.87,0.725,0.57,0.44,0.35,0.84,0.715,2.2688756436109543,0.1283111572265625,0.0
65,0.305,0.955,0.85,0.77,0.605,0.47,0.37,0.785,0.71,2.2119446005672216,0.1316375732421875,0.0
66,0.31,0.925,0.87,0.715,0.585,0.47,0.345,0.82,0.715,2.1685950811952353,0.13458251953125,0.0
67,0.305,0.945,0.89,0.735,0.57,0.465,0.38,0.81,0.715,2.120028141885996,0.1343231201171875,0.0
68,0.285,0.905,0.865,0.72,0.54,0.465,0.34,0.785,0.68,2.090652972459793,0.136077880859375,0.0
69,0.265,0.945,0.825,0.725,0.6,0.47,0.33,0.805,0.72,2.033260704949498,0.1398468017578125,0.0
70,0.295,0.93,0.855,0.725,0.54,0.45,0.365,0.795,0.71,1.99350699596107,0.140472412109375,0.0
71,0.29,0.955,0.845,0.73,0.565,0.48,0.36,0.815,0.72,1.9635705519467592,0.1422882080078125,0.0
72,0.285,0.925,0.865,0.745,0.535,0.455,0.355,0.83,0.7,1.9279860761016607,0.1440887451171875,0.0
73,0.28,0.92,0.85,0.75,0.575,0.51,0.4,0.815,0.695,1.8981132917106152,0.1446533203125,0.0
74,0.295,0.94,0.885,0.785,0.585,0.505,0.405,0.835,0.71,1.8544775433838367,0.1465301513671875,0.0
75,0.26,0.95,0.875,0.755,0.55,0.47,0.355,0.835,0.695,1.8098448384553194,0.149688720703125,0.0
76,0.255,0.925,0.875,0.685,0.51,0.43,0.315,0.77,0.64,1.7726213615387678,0.150177001953125,0.0
77,0.27,0.925,0.825,0.72,0.52,0.415,0.365,0.77,0.665,1.7428246885538101,0.153289794921875,0.0
78,0.29,0.925,0.86,0.695,0.555,0.47,0.385,0.8,0.67,1.7143198922276497,0.1530914306640625,0.0
79,0.26,0.915,0.885,0.7,0.54,0.44,0.315,0.805,0.645,1.6902609560638666,0.15252685546875,0.0
80,0.275,0.945,0.885,0.76,0.575,0.475,0.38,0.825,0.705,1.6607623063027859,0.1542816162109375,0.0
81,0.29,0.96,0.865,0.7,0.545,0.48,0.365,0.835,0.69,1.6249487660825253,0.1554107666015625,0.0
82,0.255,0.94,0.855,0.735,0.56,0.485,0.39,0.82,0.735,1.6012337766587734,0.15771484375,0.0
83,0.265,0.95,0.86,0.695,0.56,0.455,0.36,0.81,0.715,1.581593967974186,0.1580352783203125,0.0
84,0.29,0.945,0.88,0.74,0.58,0.495,0.355,0.825,0.73,1.5468460749834776,0.159942626953125,0.0
85,0.26,0.955,0.865,0.77,0.52,0.455,0.335,0.81,0.69,1.528896139934659,0.1611328125,0.0
86,0.27,0.91,0.88,0.705,0.525,0.42,0.355,0.82,0.66,1.498954452574253,0.16259765625,0.0
87,0.245,0.915,0.845,0.685,0.49,0.41,0.33,0.79,0.635,1.4815468676388264,0.161895751953125,0.0
88,0.275,0.925,0.86,0.72,0.515,0.46,0.355,0.79,0.7,1.4576564971357584,0.164276123046875,0.0
89,0.275,0.9,0.865,0.695,0.52,0.465,0.345,0.805,0.68,1.4286915827542543,0.1654510498046875,0.0
90,0.25,0.94,0.86,0.755,0.55,0.44,0.36,0.78,0.685,1.4158461280167103,0.1650543212890625,0.0
91,0.265,0.915,0.835,0.745,0.54,0.46,0.35,0.79,0.71,1.4026919156312943,0.1659088134765625,0.0
92,0.265,0.95,0.83,0.74,0.525,0.435,0.33,0.77,0.675,1.3872164897620678,0.16497802734375,0.0
93,0.23,0.895,0.835,0.69,0.475,0.415,0.325,0.78,0.64,1.3664517048746347,0.1699981689453125,0.0
94,0.28,0.935,0.865,0.7,0.57,0.46,0.335,0.785,0.655,1.3407715633511543,0.1697540283203125,0.0
95,0.26,0.905,0.82,0.7,0.52,0.42,0.34,0.775,0.63,1.3353575188666582,0.1702880859375,0.0
96,0.275,0.93,0.835,0.775,0.515,0.465,0.355,0.79,0.66,1.3136397432535887,0.1698455810546875,0.0
97,0.275,0.94,0.835,0.73,0.54,0.4,0.35,0.795,0.655,1.2974030133336782,0.170806884765625,0.0
98,0.3,0.9,0.865,0.7,0.57,0.475,0.375,0.815,0.7,1.2814572621136904,0.1707916259765625,0.0
99,0.265,0.935,0.835,0.705,0.495,0.45,0.345,0.755,0.645,1.260593781247735,0.174591064453125,0.0
100,0.255,0.93,0.83,0.67,0.5,0.43,0.315,0.77,0.64,1.252311086282134,0.172698974609375,0.0
51,0.325,0.945,0.89,0.765,0.625,0.515,0.405,0.855,0.74,2.982511695474386,0.103912353515625,0.0
