epoch,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc,train_loss,train_accuracy,test_loss
1,0.02,0.785,0.57,0.32,0.095,0.075,0.045,0.37,0.215,7.7267938405275345,0.0009002685546875,0.0
2,0.07,0.875,0.665,0.475,0.245,0.205,0.11,0.535,0.39,6.771822072565556,0.0024261474609375,0.0
3,0.12,0.89,0.75,0.59,0.36,0.295,0.185,0.685,0.5,6.338644415140152,0.0047607421875,0.0
4,0.15,0.92,0.8,0.625,0.39,0.305,0.235,0.74,0.555,6.02842552959919,0.0070648193359375,0.0
5,0.24,0.94,0.83,0.675,0.5,0.42,0.295,0.805,0.65,5.79556068778038,0.0102996826171875,0.0
6,0.21,0.955,0.865,0.745,0.515,0.39,0.31,0.805,0.665,5.622336804866791,0.0121002197265625,0.0
7,0.235,0.955,0.88,0.745,0.54,0.44,0.335,0.81,0.685,5.478346452116966,0.0141448974609375,0.0
8,0.235,0.955,0.89,0.73,0.545,0.46,0.345,0.815,0.685,5.3541282042860985,0.015228271484375,0.0
9,0.22,0.97,0.85,0.745,0.56,0.435,0.295,0.86,0.725,5.237357422709465,0.0174560546875,0.0
10,0.25,0.94,0.87,0.775,0.55,0.43,0.315,0.825,0.715,5.14107134193182,0.0186920166015625,0.0
11,0.235,0.96,0.88,0.79,0.58,0.455,0.35,0.86,0.75,5.031600303947926,0.0201873779296875,0.0
12,0.29,0.945,0.895,0.775,0.59,0.5,0.35,0.88,0.77,4.936901204288006,0.022125244140625,0.0
13,0.285,0.955,0.91,0.775,0.605,0.5,0.355,0.875,0.755,4.8423148691654205,0.0230560302734375,0.0
14,0.275,0.97,0.88,0.78,0.59,0.445,0.35,0.855,0.74,4.75725519657135,0.02490234375,0.0
15,0.265,0.95,0.915,0.8,0.605,0.465,0.345,0.86,0.75,4.668217167258263,0.027069091796875,0.0
16,0.3,0.965,0.925,0.765,0.59,0.48,0.4,0.85,0.74,4.577360928058624,0.029205322265625,0.0
17,0.27,0.975,0.865,0.775,0.61,0.465,0.37,0.845,0.73,4.505678549408913,0.02911376953125,0.0
18,0.27,0.985,0.88,0.775,0.615,0.465,0.39,0.845,0.76,4.427934966981411,0.03192138671875,0.0
19,0.305,0.96,0.905,0.785,0.625,0.495,0.405,0.845,0.755,4.359723091125488,0.0329437255859375,0.0
20,0.305,0.98,0.905,0.775,0.6,0.525,0.405,0.88,0.735,4.287013255059719,0.03472900390625,0.0
21,0.275,0.94,0.875,0.78,0.625,0.535,0.345,0.84,0.735,4.199661433696747,0.036285400390625,0.0
22,0.3,0.955,0.89,0.79,0.605,0.5,0.425,0.875,0.725,4.124218508601189,0.03753662109375,0.0
23,0.305,0.97,0.905,0.77,0.615,0.5,0.37,0.85,0.745,4.064092617481947,0.038726806640625,0.0
24,0.3,0.97,0.885,0.73,0.655,0.48,0.39,0.86,0.755,3.9995592199265957,0.0410919189453125,0.0
25,0.29,0.92,0.865,0.79,0.625,0.51,0.36,0.835,0.73,3.928284637629986,0.041259765625,0.0
26,0.29,0.93,0.905,0.765,0.585,0.5,0.365,0.865,0.735,3.867129761725664,0.043914794921875,0.0
27,0.305,0.965,0.905,0.73,0.6,0.49,0.37,0.845,0.74,3.798900905996561,0.04522705078125,0.0
28,0.29,0.945,0.87,0.775,0.615,0.46,0.395,0.84,0.725,3.7369243055582047,0.046661376953125,0.0
29,0.29,0.955,0.89,0.75,0.62,0.505,0.385,0.855,0.735,3.6711819507181644,0.048553466796875,0.0
30,0.27,0.955,0.895,0.765,0.585,0.445,0.345,0.845,0.715,3.6183789893984795,0.0482940673828125,0.0
31,0.3,0.97,0.86,0.77,0.6,0.5,0.385,0.865,0.71,3.5553982816636562,0.0513763427734375,0.0
32,0.3,0.94,0.905,0.755,0.595,0.48,0.375,0.825,0.77,3.5093154050409794,0.052764892578125,0.0
33,0.31,0.97,0.925,0.75,0.61,0.545,0.395,0.85,0.74,3.452670618891716,0.05377197265625,0.0
34,0.285,0.94,0.89,0.75,0.585,0.485,0.4,0.815,0.7,3.3937800750136375,0.0549163818359375,0.0
35,0.31,0.965,0.87,0.75,0.62,0.525,0.39,0.865,0.74,3.343108393251896,0.0560150146484375,0.0
36,0.295,0.935,0.895,0.78,0.62,0.48,0.405,0.845,0.74,3.2840382531285286,0.0578765869140625,0.0
37,0.295,0.95,0.835,0.755,0.605,0.5,0.39,0.855,0.73,3.247831866145134,0.0598907470703125,0.0
38,0.305,0.965,0.9,0.78,0.61,0.49,0.37,0.87,0.765,3.192350644618273,0.0607757568359375,0.0
39,0.295,0.96,0.86,0.775,0.605,0.445,0.37,0.85,0.72,3.1531531177461147,0.06207275390625,0.0
40,0.275,0.935,0.855,0.745,0.585,0.435,0.34,0.85,0.735,3.1039989963173866,0.0626678466796875,0.0
33,0.31,0.97,0.925,0.75,0.61,0.545,0.395,0.85,0.74,3.452670618891716,0.05377197265625,0.0
