epoch,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc,train_loss,train_accuracy,test_loss
1,0.005,0.465,0.3,0.095,0.04,0.025,0.015,0.11,0.05,7.238094441592693,0.0008392333984375,0.0
2,0.02,0.64,0.355,0.215,0.08,0.055,0.035,0.27,0.155,6.322609402239323,0.0039215087890625,0.0
3,0.035,0.795,0.6,0.38,0.16,0.145,0.07,0.42,0.295,5.9101807326078415,0.0068359375,0.0
4,0.065,0.85,0.685,0.465,0.255,0.225,0.115,0.52,0.375,5.6564628928899765,0.0100250244140625,0.0
5,0.125,0.835,0.74,0.53,0.33,0.24,0.2,0.585,0.43,5.456414185464382,0.0126495361328125,0.0
6,0.145,0.9,0.805,0.58,0.395,0.33,0.22,0.7,0.545,5.286220133304596,0.015289306640625,0.0
7,0.18,0.92,0.82,0.65,0.43,0.36,0.27,0.72,0.595,5.132262505590916,0.0179290771484375,0.0
8,0.185,0.92,0.83,0.68,0.46,0.38,0.27,0.76,0.605,4.988949805498123,0.0202789306640625,0.0
9,0.215,0.91,0.815,0.71,0.525,0.37,0.305,0.765,0.65,4.848250322043896,0.0223541259765625,0.0
10,0.205,0.94,0.885,0.72,0.495,0.395,0.29,0.79,0.64,4.715395532548428,0.025421142578125,0.0
11,0.21,0.96,0.8,0.765,0.51,0.415,0.285,0.785,0.65,4.578846842050552,0.02813720703125,0.0
12,0.24,0.92,0.84,0.7,0.5,0.41,0.3,0.775,0.65,4.459466375410557,0.029205322265625,0.0
13,0.24,0.95,0.88,0.78,0.53,0.45,0.33,0.83,0.655,4.327032752335072,0.032501220703125,0.0
14,0.255,0.955,0.85,0.735,0.52,0.425,0.335,0.78,0.68,4.210229594260454,0.0362091064453125,0.0
15,0.25,0.965,0.88,0.69,0.52,0.425,0.32,0.79,0.655,4.094243984669447,0.038330078125,0.0
16,0.22,0.915,0.875,0.73,0.545,0.43,0.305,0.81,0.65,3.977421134710312,0.0406646728515625,0.0
17,0.19,0.945,0.87,0.73,0.56,0.44,0.295,0.8,0.665,3.8647094033658504,0.04345703125,0.0
18,0.23,0.95,0.845,0.675,0.535,0.44,0.345,0.82,0.69,3.7626439072191715,0.046722412109375,0.0
19,0.23,0.94,0.845,0.725,0.535,0.445,0.325,0.825,0.68,3.653531387448311,0.048126220703125,0.0
20,0.225,0.945,0.875,0.745,0.56,0.42,0.35,0.835,0.69,3.5600711181759834,0.0516204833984375,0.0
21,0.22,0.93,0.86,0.72,0.55,0.415,0.29,0.79,0.665,3.455355044454336,0.052093505859375,0.0
22,0.215,0.935,0.885,0.725,0.545,0.46,0.33,0.81,0.68,3.3626322597265244,0.05706787109375,0.0
23,0.22,0.945,0.86,0.775,0.56,0.46,0.315,0.82,0.7,3.272489659488201,0.0585784912109375,0.0
24,0.23,0.96,0.855,0.78,0.55,0.42,0.32,0.85,0.7,3.174149014055729,0.061767578125,0.0
25,0.24,0.94,0.86,0.74,0.51,0.415,0.39,0.815,0.69,3.0948042422533035,0.0637359619140625,0.0
26,0.23,0.945,0.85,0.74,0.545,0.425,0.305,0.81,0.685,3.011101793497801,0.0660247802734375,0.0
27,0.24,0.955,0.9,0.76,0.565,0.48,0.3,0.835,0.7,2.92326370626688,0.0673675537109375,0.0
28,0.185,0.965,0.905,0.745,0.555,0.42,0.315,0.835,0.645,2.8530630506575108,0.0713043212890625,0.0
29,0.21,0.96,0.865,0.73,0.555,0.445,0.295,0.795,0.675,2.7687259279191494,0.0742645263671875,0.0
30,0.21,0.93,0.87,0.755,0.545,0.41,0.325,0.82,0.675,2.7024736255407333,0.0763397216796875,0.0
31,0.22,0.955,0.84,0.75,0.53,0.43,0.305,0.835,0.69,2.61947176232934,0.078277587890625,0.0
32,0.23,0.96,0.85,0.74,0.56,0.44,0.325,0.835,0.705,2.564217444509268,0.08026123046875,0.0
33,0.24,0.985,0.875,0.72,0.54,0.465,0.345,0.815,0.665,2.4991124123334885,0.08233642578125,0.0
34,0.235,0.97,0.855,0.77,0.555,0.475,0.335,0.835,0.705,2.425640631467104,0.086822509765625,0.0
35,0.21,0.925,0.885,0.735,0.54,0.425,0.31,0.84,0.695,2.3673127219080925,0.0871734619140625,0.0
36,0.23,0.95,0.845,0.675,0.535,0.495,0.31,0.845,0.715,2.298873146995902,0.0894622802734375,0.0
37,0.215,0.95,0.895,0.76,0.58,0.44,0.315,0.835,0.715,2.2406336031854153,0.0919647216796875,0.0
38,0.21,0.96,0.835,0.725,0.535,0.445,0.32,0.8,0.7,2.1901819482445717,0.0944976806640625,0.0
39,0.205,0.95,0.89,0.76,0.56,0.45,0.345,0.8,0.715,2.1365791745483875,0.0962371826171875,0.0
40,0.235,0.94,0.86,0.7,0.565,0.43,0.3,0.87,0.685,2.083101714029908,0.0975189208984375,0.0
14,0.255,0.955,0.85,0.735,0.52,0.425,0.335,0.78,0.68,4.210229594260454,0.0362091064453125,0.0
