epoch,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc,train_loss,train_accuracy,test_loss
1,0.005,0.52,0.29,0.1,0.025,0.025,0.01,0.1,0.055,7.066898927092552,0.0012054443359375,0.0
2,0.015,0.56,0.275,0.135,0.045,0.04,0.025,0.12,0.08,6.606963388621807,0.00286865234375,0.0
3,0.015,0.605,0.35,0.155,0.06,0.045,0.025,0.2,0.115,6.324070729315281,0.0054473876953125,0.0
4,0.035,0.745,0.495,0.26,0.11,0.095,0.045,0.28,0.18,6.13921220600605,0.007537841796875,0.0
5,0.075,0.89,0.675,0.46,0.205,0.205,0.115,0.53,0.38,6.010658293962479,0.008575439453125,0.0
6,0.145,0.94,0.8,0.635,0.37,0.295,0.2,0.715,0.55,5.904488995671272,0.010101318359375,0.0
7,0.185,0.935,0.85,0.655,0.465,0.35,0.235,0.79,0.62,5.817275479435921,0.0103607177734375,0.0
8,0.185,0.94,0.875,0.72,0.495,0.385,0.29,0.79,0.64,5.740482904016972,0.0116729736328125,0.0
9,0.2,0.965,0.845,0.705,0.525,0.355,0.27,0.81,0.65,5.6719266176223755,0.0126495361328125,0.0
10,0.21,0.895,0.86,0.725,0.53,0.405,0.3,0.8,0.69,5.610375098884106,0.01318359375,0.0
11,0.2,0.935,0.905,0.725,0.545,0.445,0.31,0.825,0.695,5.555197507143021,0.014312744140625,0.0
12,0.215,0.97,0.88,0.79,0.535,0.42,0.31,0.855,0.71,5.505096949636936,0.0138702392578125,0.0
13,0.215,0.92,0.89,0.72,0.53,0.43,0.29,0.85,0.695,5.448884770274162,0.0159149169921875,0.0
14,0.22,0.94,0.89,0.71,0.535,0.395,0.3,0.82,0.665,5.406231760978699,0.01629638671875,0.0
15,0.225,0.95,0.86,0.725,0.54,0.47,0.315,0.815,0.665,5.366670988500118,0.0168609619140625,0.0
16,0.23,0.935,0.905,0.71,0.54,0.455,0.35,0.835,0.665,5.329448893666267,0.017181396484375,0.0
17,0.25,0.965,0.885,0.73,0.53,0.4,0.325,0.815,0.66,5.281774595379829,0.0182647705078125,0.0
18,0.245,0.955,0.89,0.755,0.555,0.44,0.325,0.83,0.7,5.246131286025047,0.0183258056640625,0.0
19,0.235,0.95,0.895,0.725,0.535,0.465,0.315,0.8,0.695,5.204696461558342,0.0188751220703125,0.0
20,0.225,0.95,0.875,0.79,0.53,0.415,0.33,0.825,0.7,5.174229092895985,0.019134521484375,0.0
21,0.22,0.96,0.85,0.75,0.52,0.425,0.28,0.825,0.665,5.132146514952183,0.0193939208984375,0.0
22,0.24,0.93,0.875,0.745,0.52,0.47,0.335,0.81,0.65,5.105009518563747,0.019866943359375,0.0
23,0.23,0.95,0.835,0.69,0.535,0.42,0.32,0.815,0.67,5.074543289840221,0.0203399658203125,0.0
24,0.23,0.955,0.855,0.73,0.53,0.43,0.335,0.815,0.675,5.0490309447050095,0.019989013671875,0.0
25,0.225,0.94,0.86,0.715,0.515,0.445,0.305,0.81,0.64,5.014412194490433,0.02099609375,0.0
26,0.235,0.94,0.875,0.68,0.525,0.455,0.3,0.815,0.69,4.988355375826359,0.0217132568359375,0.0
27,0.24,0.94,0.865,0.735,0.535,0.43,0.325,0.83,0.69,4.961275570094585,0.02203369140625,0.0
28,0.23,0.915,0.875,0.74,0.52,0.43,0.31,0.84,0.675,4.934322491288185,0.022308349609375,0.0
29,0.25,0.955,0.875,0.745,0.51,0.44,0.32,0.79,0.655,4.90626460313797,0.0228729248046875,0.0
30,0.235,0.94,0.885,0.76,0.535,0.48,0.32,0.815,0.665,4.885140515863895,0.0232391357421875,0.0
31,0.225,0.955,0.87,0.755,0.525,0.4,0.325,0.785,0.66,4.852131210267544,0.02294921875,0.0
32,0.225,0.945,0.86,0.675,0.53,0.4,0.295,0.82,0.665,4.838437967002392,0.0238189697265625,0.0
33,0.23,0.95,0.87,0.72,0.525,0.395,0.3,0.825,0.67,4.811177499592304,0.0242767333984375,0.0
34,0.23,0.935,0.86,0.73,0.52,0.465,0.325,0.785,0.65,4.790899246931076,0.024261474609375,0.0
35,0.225,0.975,0.88,0.705,0.535,0.41,0.335,0.805,0.655,4.767169713973999,0.023956298828125,0.0
36,0.235,0.95,0.86,0.725,0.505,0.41,0.335,0.815,0.65,4.74605605751276,0.0255584716796875,0.0
37,0.225,0.96,0.88,0.705,0.51,0.43,0.305,0.82,0.67,4.735104419291019,0.0251007080078125,0.0
38,0.24,0.95,0.87,0.72,0.51,0.425,0.345,0.835,0.69,4.704410515725613,0.0251312255859375,0.0
39,0.24,0.93,0.88,0.72,0.525,0.425,0.33,0.8,0.69,4.685607016086578,0.0250244140625,0.0
40,0.215,0.96,0.88,0.75,0.52,0.415,0.295,0.82,0.635,4.670637205243111,0.0263824462890625,0.0
17,0.25,0.965,0.885,0.73,0.53,0.4,0.325,0.815,0.66,5.281774595379829,0.0182647705078125,0.0
